Timestep,l_0.0001,l_0.001,l_0.01,l_0.05
12231,-367.856517,-893.2353862,-613.2067416,-549.4322042
12232,-367.856517,-893.2353862,-613.2067416,-542.4311986
12233,-367.856517,-893.2353862,-613.2067416,-543.9829962
12234,-367.856517,-893.2353862,-613.2067416,-541.9854749
12235,-367.856517,-893.2353862,-613.2067416,-541.9854776
12236,-367.856517,-893.2353862,-613.2067416,-541.9854775
12237,-367.856517,-893.2353862,-613.2067416,-548.5375479
12238,-367.856517,-893.2353862,-613.2067416,-541.5384671
12239,-367.856517,-893.2353862,-613.2067416,-541.5384736
12240,-367.856517,-893.2353862,-613.2067416,-541.5384737
12241,-367.856517,-893.2353862,-130.6167262,-541.5384737
12242,-367.856517,-893.2353862,-121.6141429,-541.5384737
12243,-367.856517,-893.2353862,-121.6141229,-541.5384737
12244,-367.856517,-893.2353862,-121.6141227,-541.5384737
12245,-367.856517,-893.2353862,-121.6141227,-541.5384737
12246,-367.856517,-893.2353862,-121.6141227,-541.5384737
12247,-367.856517,-893.2353862,-121.6141227,-541.5384737
12248,-367.856517,-893.2353862,-121.6141227,-541.5384737
12249,-367.856517,-893.2353862,-121.6141227,-541.5384737
12250,-367.856517,-893.2353862,-121.6141227,-541.5384737
12251,-367.856517,-893.2353862,-121.6141227,-541.5384737
12252,-367.856517,-893.2353862,-121.6141227,-541.5384737
12253,-367.856517,-893.2353862,-125.6124885,-541.5384737
12254,-367.856517,-893.2353862,-121.6125208,-541.5384737
12255,-367.856517,-893.2353862,-121.6125244,-541.5384737
12256,-367.856517,-893.2353862,-121.6125244,-541.5384737
12257,-367.856517,-893.2353862,-124.5220698,-541.5384737
12258,-367.856517,-893.2353862,-123.3943448,-541.5384737
12259,-367.856517,-893.2353862,-121.4005541,-529.6313309
12260,-367.856517,-893.2353862,-121.4006024,-525.6308416
12261,-367.856517,-893.2353862,-121.4006026,-525.6308398
12262,-367.856517,-893.2353862,-121.4006026,-525.6308398
12263,-367.856517,-893.2353862,-121.4006026,-525.6308398
12264,-367.856517,-1035.833677,-121.4006026,-525.6308398
12265,-367.856517,-1010.833424,-121.4006026,-525.6308398
12266,-367.856517,-1010.833422,-121.4006026,-525.6308398
12267,-367.856517,-1010.833422,-121.4006026,-525.6308398
12268,-367.856517,-1010.833422,-121.4006026,-525.6308398
12269,-367.856517,-1010.833422,-121.4006026,-525.6308398
12270,-367.856517,-1010.833422,-121.4006026,-525.6308398
12271,-367.856517,-1010.833422,-121.4006026,-525.6308398
12272,-367.856517,-1010.833422,-121.4006026,-525.6308398
12273,-367.856517,-1010.833422,-127.7913135,-525.6308398
12274,-367.856517,-1010.833422,-110.6457579,-548.4551357
12275,-367.856517,-1010.833422,-105.645218,-541.45515
12276,-367.856517,-1010.833422,-105.645214,-541.4551508
12277,-367.856517,-1010.833422,-105.6452139,-541.4551508
12278,-367.856517,-1010.833422,-105.6452139,-541.4551508
12279,-367.856517,-1034.281951,-105.6452139,-541.4551508
12280,-367.856517,-1018.281207,-105.6452139,-541.4551508
12281,-367.856517,-1018.281203,-105.6452139,-541.4551508
12282,-367.856517,-1018.281203,-105.6452139,-541.4551508
12283,-367.856517,-1018.281203,-105.6452139,-541.4551508
12284,-367.856517,-1018.281203,-105.6452139,-541.4551508
12285,-367.856517,-1018.281203,-105.6452139,-541.4551508
12286,-367.856517,-1018.281203,-105.6452139,-541.4551508
12287,-367.856517,-1018.281203,-105.6452139,-541.4551508
12288,-367.856517,-1018.281203,-105.6452139,-541.4551508
12289,-367.856517,-1018.281203,-105.6452139,-541.4551508
12290,-367.856517,-1018.281203,-105.6452139,-541.4551508
12291,-367.856517,-1018.281203,-105.6452139,-543.6100804
12292,-367.856517,-1018.281203,-105.6452139,-541.6064569
12293,-367.856517,-901.2777872,-109.3764786,-541.6064488
12294,-367.856517,-893.2781024,-115.6874453,-541.6064489
12295,-367.856517,-893.2781039,-107.5695382,-541.6064489
12296,-367.856517,-893.2781039,-105.5755875,-541.6064489
12297,-367.856517,-893.2781039,-105.5756353,-541.6064489
12298,-367.856517,-893.2781039,-105.5756356,-541.6064489
12299,-367.856517,-893.2781039,-105.5756356,-541.6064489
12300,-367.856517,-893.2781039,-105.5756356,-541.6064489
12301,-367.856517,-893.2781039,-105.5756356,-541.6064489
12302,-367.856517,-893.2781039,-105.5756356,-541.6064489
12303,-367.856517,-893.2781039,-105.5756356,-541.6064489
12304,-367.856517,-893.2781039,-105.5756356,-541.6064489
12305,-367.856517,-893.2781039,-105.5756356,-548.8495323
12306,-367.856517,-893.2781039,-105.5756356,-545.8492136
12307,-367.856517,-893.2781039,-105.5756356,-545.8492137
12308,-367.856517,-893.2781039,-105.5756356,-545.8492137
12309,-367.856517,-893.2781039,-105.5756356,-545.8492137
12310,-367.856517,-893.2781039,-115.1526678,-545.8492137
12311,-367.856517,-894.7087109,-112.9331201,-545.8492137
12312,-367.856517,-892.708832,-112.4481441,-545.8492137
12313,-367.856517,-892.7088297,-109.4485831,-545.8492137
12314,-367.856517,-892.7088297,-105.4486115,-545.8492137
12315,-367.856517,-892.7088297,-105.448615,-545.8492137
12316,-367.856517,-892.7088297,-105.448615,-545.8492137
12317,-367.856517,-1022.044422,-105.448615,-545.8492137
12318,-367.856517,-1017.043552,-105.448615,-545.8492137
12319,-367.856517,-1017.043547,-105.448615,-545.8492137
12320,-367.856517,-1017.043547,-105.448615,-545.8492137
12321,-367.856517,-1017.043547,-105.448615,-545.8492137
12322,-367.856517,-1017.043547,-105.448615,-545.8492137
12323,-367.856517,-1017.043547,-105.448615,-545.8492137
12324,-367.856517,-1017.043547,-105.448615,-545.8492137
12325,-367.856517,-1017.043547,-105.448615,-545.8492137
12326,-367.856517,-1017.043547,-105.448615,-683.2227263
12327,-367.856517,-1017.043547,-105.448615,-671.2172165
12328,-367.856517,-1017.043547,-105.448615,-671.2171781
12329,-367.856517,-1017.043547,-107.5066264,-671.2171779
12330,-367.856517,-1017.043547,-105.5066549,-671.2171779
12331,-367.856517,-1017.043547,-105.5066849,-671.2171779
12332,-367.856517,-1017.043547,-105.5066853,-671.2171779
12333,-367.856517,-1017.043547,-238.1357155,-671.2171779
12334,-367.856517,-1017.043547,-230.135461,-671.2171779
12335,-367.856517,-1017.043547,-230.1354531,-671.2171779
12336,-367.856517,-1017.043547,-230.135453,-671.2171779
12337,-367.856517,-1017.043547,-230.135453,-671.2171779
12338,-367.856517,-1017.043547,-230.135453,-671.2171779
12339,-367.856517,-1017.043547,-230.135453,-671.2171779
12340,-367.856517,-1017.043547,-230.135453,-671.2171779
12341,-367.856517,-1017.043547,-230.135453,-671.2171779
12342,-367.856517,-1017.043547,-230.135453,-671.2171779
12343,-367.856517,-1017.043547,-230.135453,-671.2171779
12344,-367.856517,-1017.043547,-230.135453,-671.2171779
12345,-367.856517,-1017.043547,-230.135453,-671.2171779
12346,-367.856517,-1017.043547,-230.135453,-671.2171779
12347,-367.856517,-1017.043547,-230.135453,-671.2171779
12348,-367.856517,-1017.043547,-230.135453,-671.2171779
12349,-367.856517,-1017.043547,-230.135453,-671.2171779
12350,-396.5577882,-1017.043547,-230.135453,-671.2171779
12351,-380.8567604,-1017.043547,-230.135453,-671.2171779
12352,-367.8565186,-1017.043547,-230.135453,-671.2171779
12353,-367.856517,-1017.043547,-230.135453,-671.2171779
12354,-367.856517,-1192.056445,-230.135453,-671.2171779
12355,-367.856517,-1173.056353,-230.135453,-693.068085
12356,-367.856517,-1173.056353,-230.135453,-687.0682698
12357,-367.856517,-1173.056353,-230.135453,-686.3487197
12358,-367.856517,-1173.056353,-230.135453,-714.7024996
12359,-367.856517,-1173.056353,-230.135453,-699.3485601
12360,-367.856517,-1173.056353,-230.135453,-830.5857534
12361,-231.2715764,-1173.056353,-230.135453,-709.4813608
12362,-224.271704,-1173.056353,-230.135453,-697.4824984
12363,-224.2717106,-1173.056353,-230.135453,-697.4825045
12364,-224.2717107,-1173.056353,-230.135453,-697.4825046
12365,-224.2717107,-1173.056353,-232.9670729,-697.4825046
12366,-224.2717107,-1173.056353,-233.9681879,-697.4825046
12367,-224.2717107,-1173.056353,-233.9681978,-697.4825046
12368,-224.2717107,-1173.056353,-233.9681979,-697.4825046
12369,-224.2717107,-1173.056353,-119.106083,-697.4825046
12370,-224.2717107,-1173.056353,-116.8474519,-697.4825046
12371,-224.2717107,-1173.056353,-124.5008803,-697.4825046
12372,-224.2717107,-1173.056353,-109.5010371,-697.4825046
12373,-224.2717107,-1173.056353,-109.5010386,-697.4825046
12374,-224.2717107,-1173.056353,-109.5010386,-697.4825046
12375,-224.2872901,-1173.056353,-109.5010386,-697.4825046
12376,-224.2709238,-1173.056353,-109.5010386,-697.4825046
12377,-224.2717057,-1173.056353,-109.5010386,-697.4825046
12378,-224.2717107,-1173.056353,-109.5010386,-697.4825046
12379,-224.2717107,-1173.056353,-109.5010386,-697.4825046
12380,-224.2717107,-1173.056353,-109.5010386,-697.4825046
12381,-224.2717107,-1173.056353,-109.5010386,-697.4825046
12382,-224.2717107,-1173.056353,-109.5010386,-736.871698
12383,-224.2717107,-1173.056353,-109.5010386,-739.606127
12384,-224.2717107,-1173.056353,-109.5010386,-727.6062902
12385,-224.2717107,-1173.056353,-109.5010386,-727.6062905
12386,-224.2717107,-1175.324032,-109.5010386,-727.6062905
12387,-224.2717107,-289.3434986,-109.5010386,-727.6062905
12388,-224.2717107,-269.3420403,-109.5010386,-727.6062905
12389,-224.2717107,-269.3420326,-109.5010386,-727.6062905
12390,-224.2717107,-269.3420325,-109.5010386,-727.6062905
12391,-224.2717107,-269.3420325,-127.7614521,-727.6062905
12392,-224.2717107,-269.3420325,-116.7643344,-727.6062905
12393,-224.2717107,-485.964821,-116.7643552,-727.6062905
12394,-224.2717107,-481.9645347,-116.7643553,-727.6062905
12395,-224.2717107,-481.9645349,-116.7643553,-727.6062905
12396,-224.2717107,-481.9645349,-116.7643553,-727.6062905
12397,-224.2717107,-481.9645349,-116.7643553,-727.6062905
12398,-224.2717107,-481.9645349,-119.6736328,-727.6062905
12399,-224.2717107,-481.9645349,-116.6733255,-727.6062905
12400,-224.2717107,-481.9645349,-116.6733232,-727.6062905
12401,-224.2717107,-481.9645349,-116.6733232,-727.6062905
12402,-224.2717107,-481.9645349,-116.6733232,-727.6062905
12403,-229.1469316,-481.9645349,-269.169091,-727.6062905
12404,-1192.002498,-481.9645349,-263.5903157,-727.6062905
12405,-1177.002486,-481.9645349,-256.5886316,-727.6062905
12406,-1177.002486,-481.9645349,-256.5886221,-727.6062905
12407,-1177.002486,-481.9645349,-256.5886221,-727.6062905
12408,-1177.002486,-481.9645349,-256.5886221,-727.6062905
12409,-1177.002486,-481.9645349,-256.5886221,-727.6062905
12410,-1177.002486,-481.9645349,-256.5886221,-727.6062905
12411,-1177.002486,-481.9645349,-256.5886221,-727.6062905
12412,-1177.002486,-481.9645349,-256.5886221,-727.6062905
12413,-1177.002486,-481.9645349,-256.5886221,-727.6062905
12414,-1182.896781,-481.9645349,-256.5886221,-727.6062905
12415,-1176.896823,-481.9645349,-256.5886221,-571.555869
12416,-1176.896823,-481.9645349,-256.5886221,-551.5528325
12417,-1176.896823,-481.9645349,-256.5886221,-551.5528216
12418,-1176.896823,-481.9645349,-256.5886221,-551.5528216
12419,-1176.896823,-481.9645349,-256.5886221,-551.5528216
12420,-1176.896823,-521.6200677,-256.5886221,-551.5528216
12421,-1176.896823,-509.6211716,-256.5886221,-551.5528216
12422,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12423,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12424,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12425,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12426,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12427,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12428,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12429,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12430,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12431,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12432,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12433,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12434,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12435,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12436,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12437,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12438,-1176.896823,-509.6211774,-256.5886221,-551.5528216
12439,-1176.896823,-1030.984281,-256.5886221,-551.5528216
12440,-1176.896823,-429.4681636,-256.5886221,-551.5528216
12441,-1176.896823,-412.467715,-256.5886221,-551.5528216
12442,-1176.896823,-412.4677147,-256.5886221,-551.5528216
12443,-1178.062502,-412.4677147,-256.5886221,-551.5528216
12444,-1176.062495,-412.4677147,-256.5886221,-551.5528216
12445,-1176.062495,-412.4677147,-256.5886221,-551.5528216
12446,-1176.062495,-412.4677147,-256.5886221,-551.5528216
12447,-1176.062495,-412.4677147,-256.5886221,-551.5528216
12448,-1176.062495,-412.4677147,-256.5886221,-551.5528216
12449,-1176.062495,-412.4677147,-256.5886221,-551.5528216
12450,-1176.062495,-412.4677147,-248.4366521,-551.5528216
12451,-1176.062495,-412.4677147,-240.4369965,-551.5528216
12452,-1176.062495,-412.4677147,-264.8081524,-551.5528216
12453,-1176.062495,-412.4677147,-272.9601676,-551.5528216
12454,-1176.062495,-412.4677147,-267.1065137,-551.5528216
12455,-1176.062495,-412.4677147,-265.1005028,-551.5528216
12456,-1176.062495,-412.4677147,-265.1004652,-551.5528216
12457,-1176.062495,-412.4677147,-265.100465,-551.5528216
12458,-1178.108424,-412.4677147,-265.100465,-551.5528216
12459,-1176.108421,-412.4677147,-265.100465,-551.5528216
12460,-1176.108421,-412.4677147,-265.100465,-551.5528216
12461,-1176.108421,-412.4677147,-265.100465,-551.5528216
12462,-1176.108421,-412.4677147,-265.100465,-551.5528216
12463,-1176.108421,-412.4677147,-265.100465,-551.5528216
12464,-1176.108421,-412.4677147,-135.8058822,-551.5528216
12465,-1176.108421,-412.4677147,-142.2897637,-557.4668619
12466,-1176.108421,-412.4677147,-130.288845,-639.3506112
12467,-1176.108421,-412.4677147,-130.2888227,-624.3493257
12468,-1176.108421,-412.4677147,-130.2888223,-624.3493199
12469,-1176.108421,-412.4677147,-130.2888223,-624.3493198
12470,-1178.511766,-412.4677147,-130.2888223,-624.3493198
12471,-1174.511754,-412.4677147,-130.2888223,-624.3493198
12472,-1174.511754,-412.4677147,-130.2888223,-624.3493198
12473,-1174.511754,-412.4677147,-130.2888223,-624.3493198
12474,-1174.511754,-412.4677147,-130.2888223,-624.3493198
12475,-1174.511754,-412.4677147,-130.2888223,-624.3493198
12476,-1174.511754,-412.4677147,-130.2888223,-624.3493198
12477,-1174.511754,-412.4677147,-130.2888223,-624.3493198
12478,-1174.511754,-412.4677147,-130.2888223,-624.3493198
12479,-1174.511754,-412.4677147,-130.2888223,-624.3493198
12480,-1174.511754,-412.4677147,-130.2888223,-624.3493198
12481,-1174.511754,-412.4677147,-130.2888223,-624.3493198
12482,-1195.069586,-412.4677147,-130.2888223,-624.3493198
12483,-1174.069613,-412.4677147,-130.2888223,-624.3493198
12484,-1174.069613,-412.4677147,-307.1174324,-624.3493198
12485,-1174.069613,-412.4677147,-303.8883962,-624.3493198
12486,-1174.069613,-412.4677147,-296.8892193,-624.3493198
12487,-1174.069613,-412.4677147,-296.8892243,-624.3493198
12488,-1194.489169,-412.4677147,-296.8892244,-624.3493198
12489,-1174.489136,-412.4677147,-145.9450305,-624.3493198
12490,-1174.489136,-412.4677147,-138.2422113,-624.3493198
12491,-1174.489136,-412.4677147,-134.2408885,-624.3493198
12492,-1174.489136,-436.2765907,-134.2408788,-624.3493198
12493,-1174.489136,-428.2770814,-137.4329782,-624.3493198
12494,-1174.489136,-428.2770819,-141.2416712,-624.3493198
12495,-1174.489136,-428.2770819,-137.4329784,-624.3493198
12496,-1174.489136,-428.2770819,-141.2416712,-624.3493198
12497,-1174.489136,-420.4682686,-137.4329784,-628.6216259
12498,-1174.489136,-412.4677151,-1204.351039,-554.4565808
12499,-1174.489136,-412.4677147,-152.4382826,-552.4598588
12500,-1174.489136,-412.4677147,-141.2416716,-552.459886
12501,-1174.489136,-412.4677147,-137.4329784,-422.4906438
12502,-1174.489136,-412.4677147,-141.2416712,-406.4909729
12503,-1174.489136,-412.4677147,-137.4329784,-406.4909784
12504,-1174.489136,-412.4677147,-141.2416712,-406.4909785
12505,-1174.489136,-412.4677147,-137.4329784,-406.4909785
12506,-1174.489136,-412.4677147,-141.2416712,-406.4909785
12507,-1193.089104,-412.4677147,-137.4329784,-419.8185968
12508,-1174.089129,-412.4677147,-141.2416712,-406.8196852
12509,-1174.089129,-412.4677147,-137.4329784,-406.8196896
12510,-1174.089129,-412.4677147,-141.2416712,-406.8196895
12511,-1174.089129,-412.4677147,-137.4329784,-406.8196895
12512,-1174.089129,-412.4677147,-141.2416712,-406.8196895
12513,-1174.089129,-412.4677147,-134.2408953,-406.8196895
12514,-1174.089129,-412.4677147,-134.2408789,-406.8196895
12515,-1177.880923,-412.4677147,-134.2408787,-406.8196895
12516,-1171.880909,-412.4677147,-134.2408787,-406.8196895
12517,-1171.880909,-412.4677147,-134.2408787,-406.8196895
12518,-1171.880909,-412.4677147,-134.2408787,-406.8196895
12519,-1171.880909,-412.4677147,-134.2408787,-406.8196895
12520,-1171.880909,-440.7562306,-134.2408787,-406.8196895
12521,-1171.880909,-428.7561715,-134.2408787,-406.8196895
12522,-1171.880909,-428.7561718,-134.2408787,-406.8196895
12523,-1171.880909,-428.7561718,-134.2408787,-406.8196895
12524,-1171.880909,-459.1046417,-134.2408787,-406.8196895
12525,-1171.880909,-442.7549227,-134.2408787,-406.8196895
12526,-1171.880909,-428.7561716,-134.2408787,-406.8196895
12527,-1176.968633,-448.7651042,-134.2408787,-406.8196895
12528,-1171.968593,-422.7647165,-134.2408787,-406.8196895
12529,-1171.968593,-422.7647134,-134.2408787,-406.8196895
12530,-1171.968593,-422.7647134,-134.2408787,-406.8196895
12531,-1171.968593,-422.7647134,-134.2408787,-406.8196895
12532,-1171.968593,-422.7647134,-134.2408787,-406.8196895
12533,-1171.968593,-422.7647134,-134.2408787,-406.8196895
12534,-1171.968593,-422.7647134,-134.2408787,-406.8196895
12535,-1171.968593,-422.7647134,-134.2408787,-406.8344407
12536,-1171.968593,-422.7647134,-134.2408787,-406.8340531
12537,-1171.968593,-422.7647134,-118.2146826,-409.7365673
12538,-1171.968593,-422.7647134,-118.2147269,-406.7364929
12539,-1171.968593,-422.7647134,-118.2147273,-406.7364723
12540,-1171.968593,-422.7647134,-118.2147273,-406.7364721
12541,-1171.968593,-285.4604308,-118.2147273,-406.7364721
12542,-1171.968593,-279.4599227,-118.2147273,-406.7364721
12543,-1171.968593,-279.4599194,-118.2147273,-406.7364721
12544,-1171.968593,-279.4599194,-118.2147273,-406.7364721
12545,-1171.968593,-279.4599194,-118.2147273,-406.7364721
12546,-1171.968593,-279.4599194,-118.2147273,-406.7364721
12547,-1171.968593,-279.4599194,-118.2147273,-406.7364721
12548,-1171.968593,-279.4599194,-118.2147273,-406.7364721
12549,-1171.968593,-279.4599194,-118.2147273,-549.6442137
12550,-1171.968593,-279.4599194,-118.2147273,-533.6444638
12551,-1210.653082,-279.4599194,-118.2147273,-533.6444696
12552,-1183.653146,-279.4599194,-118.2147273,-533.6444697
12553,-1183.653146,-279.4599194,-118.2147273,-533.6444697
12554,-1183.653146,-279.4599194,-127.1366548,-533.6444697
12555,-1183.653146,-279.4599194,-122.1360766,-533.6444697
12556,-1183.653146,-279.4599194,-122.1360647,-545.4338351
12557,-1183.653146,-279.4599194,-122.1360646,-425.6330531
12558,-1183.653146,-279.4599194,-122.1360646,-547.6442524
12559,-1183.653146,-279.4599194,-122.1360646,-533.6444647
12560,-1183.653146,-279.4599194,-122.1360646,-533.6444696
12561,-1183.653146,-279.4599194,-122.1360646,-424.6330612
12562,-1183.653146,-279.4599194,-122.1360646,-547.6442524
12563,-1183.653146,-279.4599194,-122.1360646,-424.6330612
12564,-1183.653146,-279.4599194,-122.1360646,-547.6442524
12565,-1183.653146,-279.4599194,-122.1360646,-424.6330612
12566,-1183.653146,-131.6091441,-122.1360646,-564.1568941
12567,-1183.653146,-125.6048912,-122.1360646,-418.985345
12568,-1183.653146,-125.6048553,-122.1360646,-419.6323721
12569,-1183.653146,-125.604855,-129.5649256,-564.1568922
12570,-1183.653146,-125.604855,-121.5673199,-553.1548099
12571,-1183.653146,-125.604855,-121.5673374,-553.1548033
12572,-1183.653146,-125.604855,-121.5673374,-553.1548034
12573,-1183.653146,-125.604855,-125.5688922,-553.1548034
12574,-1183.653146,-125.604855,-121.5688393,-553.1548034
12575,-1183.653146,-125.604855,-121.5688354,-553.1548034
12576,-1183.653146,-125.604855,-121.5688354,-553.1548034
12577,-1183.653146,-125.604855,-119.601116,-553.1548034
12578,-1183.653146,-125.604855,-117.6014037,-553.1548034
12579,-1183.653146,-125.604855,-117.6014378,-553.1548034
12580,-1183.653146,-125.604855,-117.6014383,-553.1548034
12581,-1183.653146,-125.604855,-117.6014383,-603.8648979
12582,-1183.653146,-125.604855,-117.6014383,-572.8646672
12583,-1183.653146,-125.604855,-117.6014383,-572.8646666
12584,-1176.914412,-125.604855,-117.6014383,-572.8646666
12585,-1159.914157,-125.604855,-117.6014383,-572.8646666
12586,-1159.914157,-125.604855,-117.6014383,-576.9230902
12587,-1159.914157,-125.604855,-117.6014383,-421.744195
12588,-1159.914157,-125.604855,-117.6014383,-416.0096016
12589,-301.9578392,-125.604855,-117.6014383,-412.0498393
12590,-284.9569225,-125.604855,-117.6014383,-410.0500929
12591,-284.9569121,-125.604855,-117.6014383,-410.0500944
12592,-284.956912,-125.604855,-117.6014383,-410.0500944
12593,-284.956912,-125.604855,-117.6014383,-410.0500944
12594,-284.956912,-125.604855,-117.6014383,-410.0500944
12595,-284.956912,-125.604855,-117.6014383,-410.0500944
12596,-284.956912,-125.604855,-117.6014383,-411.9886792
12597,-284.956912,-125.604855,-117.6014383,-409.9886432
12598,-284.956912,-125.604855,-117.6014383,-409.9886431
12599,-284.956912,-125.604855,-117.6014383,-409.9886431
12600,-284.956912,-125.604855,-117.6014383,-409.9886431
12601,-284.956912,-125.604855,-121.599886,-409.9886431
12602,-284.956912,-125.604855,-117.599937,-409.9886431
12603,-284.956912,-125.604855,-117.599941,-409.9886431
12604,-284.956912,-125.604855,-117.599941,-409.9886431
12605,-284.956912,-125.604855,-117.599941,-409.9886431
12606,-313.189061,-125.604855,-117.599941,-409.9886431
12607,-303.1495322,-125.604855,-117.599941,-409.9886431
12608,-301.1494651,-125.604855,-117.599941,-409.9886431
12609,-301.1494646,-125.604855,-117.599941,-409.9886431
12610,-301.1494646,-125.604855,-117.599941,-409.9886431
12611,-301.1494646,-125.604855,-117.599941,-409.9886431
12612,-301.1494646,-125.604855,-144.2494555,-409.9886431
12613,-301.1494646,-125.604855,-129.2496172,-409.9886431
12614,-292.0863097,-125.604855,-129.2496187,-409.9886431
12615,-281.0869258,-125.604855,-129.2496187,-409.9886431
12616,-281.0869306,-125.604855,-129.2496187,-409.9886431
12617,-281.0869306,-125.604855,-129.2496187,-409.9886431
12618,-281.0869306,-125.604855,-129.2496187,-409.9886431
12619,-281.0869306,-125.604855,-129.2496187,-409.9886431
12620,-283.0274536,-125.604855,-129.2496187,-409.9886431
12621,-281.0274347,-125.604855,-122.9363725,-409.9886431
12622,-281.0274343,-125.604855,-125.17204,-409.9886431
12623,-281.0274343,-125.604855,-117.1727097,-409.9886431
12624,-281.0274343,-125.604855,-117.1727249,-409.9886431
12625,-281.0274343,-125.604855,-117.1727251,-409.9886431
12626,-281.0274343,-125.604855,-117.1727251,-409.9886431
12627,-281.0274343,-125.604855,-117.1727251,-419.6648976
12628,-281.0274343,-125.604855,-117.1727251,-419.9895125
12629,-281.0274343,-125.604855,-117.1727251,-405.0145228
12630,-281.0274343,-125.604855,-117.1727251,-390.0137368
12631,-281.0274343,-125.604855,-117.1727251,-390.0137317
12632,-281.0274343,-125.604855,-117.1727251,-390.0137317
12633,-281.0274343,-125.604855,-117.1727251,-395.8773664
12634,-281.0274343,-125.604855,-117.1727251,-389.8780035
12635,-281.0274343,-154.9455815,-117.1727251,-427.791063
12636,-281.0274343,-124.9462219,-117.1727251,-407.8787629
12637,-281.0274343,-124.946227,-117.1727251,-389.8780096
12638,-281.0274343,-124.946227,-117.1727251,-389.8780047
12639,-269.9248373,-124.946227,-117.1727251,-389.8780047
12640,-264.926351,-124.946227,-117.1727251,-389.8780047
12641,-264.9263534,-124.946227,-117.1727251,-389.8780047
12642,-264.9263535,-124.946227,-117.1727251,-389.8780047
12643,-264.9263535,-124.946227,-117.1727251,-389.8780047
12644,-264.9263535,-124.946227,-117.1727251,-389.8780047
12645,-264.9263535,-124.946227,-117.1727251,-389.8780047
12646,-264.9263535,-124.946227,-113.3535143,-389.8780047
12647,-264.9263535,-124.946227,-105.3523632,-389.8780047
12648,-264.9263535,-124.946227,-105.3523547,-389.8780047
12649,-264.9263535,-124.946227,-105.3523546,-426.8113025
12650,-293.9202189,-124.946227,-105.3523546,-409.8118585
12651,-284.920776,-124.946227,-105.3523546,-409.811862
12652,-284.9207803,-124.946227,-105.3523546,-409.811862
12653,-284.9207803,-124.946227,-105.3523546,-409.811862
12654,-284.9207803,-124.946227,-105.3523546,-411.8731763
12655,-284.9207803,-124.946227,-105.3523546,-411.9762879
12656,-284.9207803,-124.946227,-105.3523546,-403.9764672
12657,-284.9207803,-124.946227,-105.3523546,-403.9764682
12658,-284.9207803,-124.946227,-105.3523546,-403.9764682
12659,-284.9207803,-124.946227,-105.3523546,-392.9790838
12660,-284.9207803,-124.946227,-105.3523546,-390.9786053
12661,-284.9207803,-124.946227,-111.1381405,-390.9785994
12662,-284.9207803,-124.946227,-111.3527469,-390.9785993
12663,-284.9207803,-124.946227,-111.1381407,-390.9785993
12664,-284.9207803,-124.946227,-111.3527469,-390.9785993
12665,-284.9207803,-124.946227,-111.1381407,-390.9785993
12666,-284.9207803,-124.946227,-105.1384631,-390.9785993
12667,-284.9207803,-124.946227,-105.1384709,-390.9785993
12668,-303.3586565,-124.946227,-105.1384711,-390.9785993
12669,-280.3587284,-124.946227,-105.1384711,-390.9785993
12670,-280.3587333,-124.946227,-105.1384711,-390.9785993
12671,-280.3587334,-124.946227,-105.1384711,-390.9785993
12672,-280.3587334,-124.946227,-105.1384711,-390.9785993
12673,-280.3587334,-124.946227,-105.1384711,-390.9785993
12674,-280.3587334,-137.7807435,-105.1384711,-390.9785993
12675,-280.3587334,-125.7768152,-105.1384711,-390.9785993
12676,-280.3587334,-125.7767871,-105.1384711,-223.669559
12677,-280.3587334,-125.776787,-105.1384711,-410.159789
12678,-280.3587334,-125.776787,-105.1384711,-284.0012486
12679,-280.3587334,-125.776787,-105.1384711,-284.0017744
12680,-280.3587334,-151.2822088,-105.1384711,-284.0017792
12681,-280.3587334,-126.2812661,-112.3531892,-284.0017792
12682,-280.3587334,-126.2812583,-105.3539258,-284.0017792
12683,-280.3587334,-126.2812583,-105.3539315,-284.0017792
12684,-280.3587334,-126.2812583,-105.3539315,-284.0017792
12685,-280.3587334,-126.2812583,-105.3539315,-284.0017792
12686,-280.3587334,-126.2812583,-105.3539315,-284.0017792
12687,-280.3587334,-126.2812583,-105.3539315,-284.0017792
12688,-280.3587334,-126.2812583,-105.3539315,-284.0017792
12689,-280.3587334,-126.2812583,-109.3554305,-284.0017792
12690,-280.3587334,-126.2812583,-251.5893954,-284.0017792
12691,-280.3587334,-126.2812583,-125.354757,-284.0017792
