Timestep,Ramp0,Ramp1
5514,-92.92333013,-1169.24078
5515,-92.92333013,-1166.740776
5516,-92.92333013,-1166.740776
5517,-92.92333013,-1166.740776
5518,-92.92333013,-1166.740776
5519,-92.92333013,-1166.740776
5520,-92.92333013,-1166.740776
5521,-92.92333013,-1166.740776
5522,-92.92333013,-1166.740776
5523,-92.92333013,-1166.740776
5524,-92.92333013,-1166.740776
5525,-92.92333013,-1166.740776
5526,-92.92333013,-1173.405709
5527,-92.92333013,-1166.904976
5528,-92.92333013,-1166.904975
5529,-92.92333013,-1166.904975
5530,-92.92333013,-1166.904975
5531,-92.92333013,-1166.904975
5532,-92.92333013,-1166.904975
5533,-92.92333013,-1166.904975
5534,-92.92333013,-1166.904975
5535,-92.92333013,-1166.904975
5536,-92.92333013,-1166.904975
5537,-92.92333013,-679.4191625
5538,-92.92333013,-674.9067915
5539,-92.92333013,-674.906861
5540,-92.92333013,-674.9068614
5541,-92.92333013,-674.9068614
5542,-92.92333013,-674.9068614
5543,-92.92333013,-674.9068614
5544,-92.92333013,-1073.899755
5545,-92.92333013,-1063.397507
5546,-92.92333013,-1063.397493
5547,-92.92333013,-1063.397493
5548,-92.92333013,-1521.785085
5549,-92.92333013,-1509.285083
5550,-92.92333013,-1199.206518
5551,-92.92333013,-1514.807065
5552,-92.92333013,-1510.307067
5553,-92.92333013,-1510.307067
5554,-92.92333013,-1510.307067
5555,-92.92333013,-1510.307067
5556,-92.92333013,-1510.307067
5557,-92.92333013,-1510.307067
5558,-92.92333013,-1510.307067
5559,-92.92333013,-1510.307067
5560,-92.92333013,-1510.307067
5561,-92.92333013,-1510.307067
5562,-92.92333013,-1510.307067
5563,-92.92333013,-1510.307067
5564,-92.92333013,-1510.307067
5565,-92.92333013,-1510.307067
5566,-92.92333013,-1510.307067
5567,-92.92333013,-1510.307067
5568,-92.92333013,-1510.307067
5569,-92.92333013,-1510.307067
5570,-92.92333013,-1510.307067
5571,-92.92333013,-1510.307067
5572,-92.92333013,-1510.307067
5573,-92.92333013,-1510.307067
5574,-92.92333013,-1510.307067
5575,-92.92333013,-1510.307067
5576,-92.92333013,-1510.307067
5577,-92.92333013,-1510.307067
5578,-92.92333013,-1510.307067
5579,-133.9420116,-1510.307067
5580,-132.941367,-1510.307067
5581,-132.9413639,-458.7457545
5582,-132.9413638,-452.7453072
5583,-132.9413638,-452.7453065
5584,-132.9413638,-452.7453065
5585,-95.50746576,-452.7453065
5586,-93.00730628,-452.7453065
5587,-93.00730546,-452.7453065
5588,-93.00730546,-452.7453065
5589,-93.00730546,-455.8497502
5590,-93.00730546,-1516.353181
5591,-93.00730546,-458.8503983
5592,-93.00730546,-1516.353181
5593,-93.00730546,-458.8503983
5594,-93.00730546,-1516.353181
5595,-93.00730546,-458.8503983
5596,-93.00730546,-1516.353181
5597,-94.07637055,-458.8503983
5598,-456.7074209,-1516.353181
5599,-452.7053835,-458.8503983
5600,-452.7053716,-1516.353181
5601,-452.7053715,-458.8503983
5602,-452.7053715,-1516.353181
5603,-452.7053715,-458.8503983
5604,-452.7053715,-1516.353181
5605,-452.7053715,-458.8503983
5606,-452.7053715,-493.8811184
5607,-452.7053715,-1526.377627
5608,-452.7053715,-498.8815613
5609,-452.7053715,-1526.377627
5610,-452.7053715,-498.8815613
5611,-452.7053715,-1526.377627
5612,-452.7053715,-498.8815613
5613,-2450.79601,-1526.377627
5614,-2075.045246,-498.8815613
5615,-2071.047006,-1526.377627
5616,-2718.305025,-498.8815613
5617,-152.4765011,-1526.377627
5618,-140.9758872,-498.8815613
5619,-140.9758853,-1526.377627
5620,-140.9758853,-498.8815613
5621,-140.9758853,-1526.377627
5622,-140.9758853,-498.8815613
5623,-140.9758853,-1526.377627
5624,-140.9758853,-498.8815613
5625,-140.9758853,-892.8050023
5626,-140.9758853,-1129.175986
5627,-140.9758853,-1125.211549
5628,-140.9758853,-1123.210443
5629,-143.7505244,-1123.210438
5630,-143.4755685,-1123.210438
5631,-143.7505244,-1123.210438
5632,-143.4755685,-1123.210438
5633,-143.7505244,-1123.210438
5634,-141.2501804,-1123.210438
5635,-141.2501793,-1123.210438
5636,-141.2501793,-1123.210438
5637,-141.2501793,-1123.210438
5638,-141.2501793,-1123.210438
5639,-183.3071106,-1123.210438
5640,-181.3069859,-1123.210438
5641,-181.3069854,-1123.210438
5642,-181.3069854,-1123.210438
5643,-181.3069854,-1123.210438
5644,-181.3069854,-1123.210438
5645,-181.3069854,-1123.210438
5646,-181.3069854,-1123.210438
5647,-181.3069854,-1123.210438
5648,-181.3069854,-1123.210438
5649,-181.3069854,-1123.210438
5650,-181.3069854,-1123.210438
5651,-182.6334516,-1123.210438
5652,-182.8100578,-1123.210438
5653,-181.3069981,-1127.833366
5654,-181.3069854,-1456.76013
5655,-181.3069854,-1510.197253
5656,-181.3069854,-1502.6973
5657,-181.3069854,-1502.6973
5658,-181.3069854,-1502.6973
5659,-181.3069854,-1502.6973
5660,-181.3069854,-1502.6973
5661,-181.3069854,-1502.6973
5662,-181.3069854,-1502.6973
5663,-181.3069854,-1502.6973
5664,-181.3069854,-1502.6973
5665,-181.3069854,-1502.6973
5666,-181.3069854,-1502.6973
5667,-181.3069854,-1502.6973
5668,-181.3069854,-1502.6973
5669,-181.3069854,-1502.6973
5670,-181.3069854,-1502.6973
5671,-181.3069854,-1502.6973
5672,-181.3069854,-1502.6973
5673,-181.3069854,-1502.6973
5674,-181.3069854,-1502.6973
5675,-181.3069854,-1502.6973
5676,-181.3069854,-1502.6973
5677,-181.3069854,-1502.6973
5678,-181.3069854,-1502.6973
5679,-181.3069854,-1502.6973
5680,-181.3069854,-1502.6973
5681,-181.3069854,-1502.6973
5682,-181.3069854,-1502.6973
5683,-181.3069854,-1502.6973
5684,-181.3069854,-1502.6973
5685,-181.3069854,-1509.091224
5686,-181.3069854,-409.2750215
5687,-181.3069854,-404.747512
5688,-181.3069854,-403.2487039
5689,-181.3069854,-403.2487093
5690,-181.3069854,-403.2487093
5691,-181.3069854,-403.2487093
5692,-181.3069854,-403.2487093
5693,-181.3069854,-403.2487093
5694,-181.3069854,-403.2487093
5695,-181.3069854,-403.2487093
5696,-181.414312,-403.2487093
5697,-181.4159799,-403.2487093
5698,-181.4159847,-403.2487093
5699,-181.4159847,-403.2487093
5700,-181.4159847,-403.2487093
5701,-181.4159847,-403.2487093
5702,-181.4159847,-403.2487093
5703,-181.4159847,-403.2487093
5704,-181.4159847,-403.2487093
5705,-181.4159847,-403.2487093
5706,-181.4159847,-403.2487093
5707,-181.4159847,-403.2487093
5708,-181.4159847,-403.2487093
5709,-181.4159847,-403.2487093
5710,-181.4159847,-403.2487093
5711,-181.4159847,-403.2487093
5712,-181.4159847,-403.2487093
5713,-181.4159847,-403.2487093
5714,-181.4159847,-403.2487093
5715,-181.4159847,-403.2487093
5716,-181.4159847,-403.2487093
5717,-181.4159847,-403.2487093
5718,-181.4159847,-403.2487093
5719,-181.4159847,-403.2487093
5720,-181.4159847,-403.2487093
5721,-181.4159847,-403.2487093
5722,-181.4159847,-403.2487093
5723,-181.4159847,-403.2487093
5724,-181.4159847,-403.2487093
5725,-181.4159847,-1828.566421
5726,-181.4159847,-409.7499597
5727,-181.4159847,-777.8928906
5728,-1987.738904,-773.9153289
5729,-2028.628604,-814.8506657
5730,-2021.628601,-812.8505486
5731,-2021.628601,-812.8505479
5732,-2021.628601,-812.8505479
5733,-2021.628601,-864.5099959
5734,-2021.628601,-852.5105373
5735,-2021.628601,-2492.793822
5736,-2021.628601,-770.8311945
5737,-2021.628601,-855.5096057
5738,-2021.628601,-367.8614178
5739,-2021.628601,-365.8108046
5740,-2021.628601,-857.4072912
5741,-2021.628601,-367.8119992
5742,-2021.628601,-857.4072912
5743,-2021.628601,-367.8119992
5744,-1655.919597,-857.4072912
5745,-1304.328687,-367.8119992
5746,-1302.827145,-857.4072912
5747,-1302.827139,-367.8119992
5748,-1302.827139,-857.4072912
5749,-1302.827139,-367.8119992
5750,-1302.827139,-857.4072912
5751,-1302.827139,-367.8119992
5752,-1302.827139,-857.4072912
5753,-1302.827139,-367.8119992
5754,-1302.827139,-857.4072912
5755,-1302.827139,-367.8119992
5756,-1302.827139,-857.4072912
5757,-1302.827139,-367.8119992
5758,-1302.827139,-857.4072912
5759,-1302.827139,-367.8119992
5760,-1302.827139,-857.4072912
5761,-1302.827139,-367.8119992
5762,-1302.678944,-857.4072912
5763,-1317.759288,-367.8119992
5764,-1307.178579,-857.4072912
5765,-1302.679014,-367.8119992
5766,-1302.679015,-419.8679156
5767,-1302.679015,-807.4248227
5768,-1302.679015,-417.8690903
5769,-1302.679015,-807.4248227
5770,-1302.679015,-417.8690903
5771,-1302.679015,-807.4248227
5772,-1302.679015,-417.8690903
5773,-1302.679015,-807.4248227
5774,-1302.679015,-417.8690903
5775,-1302.679015,-807.4248227
5776,-1302.679015,-417.8690903
5777,-1302.679015,-807.4248227
5778,-1302.679015,-417.8690903
5779,-1302.679015,-807.4248227
5780,-1302.679015,-417.8690903
5781,-1302.679015,-807.4248227
5782,-1302.679015,-417.8690903
5783,-1302.679015,-807.4248227
5784,-1302.679015,-417.8690903
5785,-1302.679015,-807.4248227
5786,-1302.679015,-417.8690903
5787,-1302.679015,-807.4248227
5788,-1302.679015,-417.8690903
5789,-1302.679015,-417.950585
5790,-1302.679015,-767.5902204
5791,-1302.679015,-417.9514011
5792,-1302.679015,-767.5902204
5793,-1302.679015,-417.9514011
5794,-1302.679015,-767.5902204
5795,-1302.679015,-417.9514011
5796,-1302.679015,-767.5902204
5797,-1302.679015,-417.9514011
5798,-1302.679015,-767.5902204
5799,-1302.679015,-417.9514011
5800,-1302.679015,-767.5902204
5801,-1302.679015,-417.9514011
5802,-1302.679015,-412.9503262
5803,-1302.679015,-412.9503225
5804,-1302.679015,-412.9503225
5805,-1302.679015,-412.9503225
5806,-1302.679015,-412.9503225
5807,-1302.679015,-412.9503225
5808,-1302.679015,-412.9503225
5809,-1302.679015,-412.9503225
5810,-1302.679015,-412.9503225
5811,-1302.679015,-412.9503225
5812,-1302.679015,-412.9503225
5813,-1302.679015,-412.9503225
5814,-2751.615298,-412.9503225
5815,-743.1194779,-412.9503225
5816,-704.3873231,-412.9503225
5817,-523.1656394,-412.9503225
5818,-521.6682769,-412.9503225
5819,-521.6682864,-412.9503225
5820,-521.6682864,-412.9503225
5821,-521.6682864,-412.9503225
5822,-521.6682864,-412.9503225
5823,-521.6682864,-412.9503225
5824,-521.6682864,-412.9503225
5825,-521.6682864,-412.9503225
5826,-521.6682864,-412.9503225
5827,-521.6682864,-412.9503225
5828,-521.6682864,-412.9503225
5829,-521.6682864,-412.9503225
5830,-521.6682864,-412.9503225
5831,-521.6682864,-412.9503225
5832,-521.6682864,-412.9503225
5833,-521.6682864,-412.9503225
5834,-521.6682864,-412.9503225
5835,-521.6682864,-412.940684
5836,-521.6682864,-412.9407074
5837,-521.6682864,-412.9407076
5838,-521.6682864,-412.9407076
5839,-521.6682864,-412.9407076
5840,-521.6682864,-412.9407076
5841,-521.6682864,-412.9407076
5842,-521.6682864,-412.9407076
5843,-521.6682864,-412.9407076
5844,-521.6682864,-412.9407076
5845,-521.6682864,-412.9407076
5846,-521.6841943,-412.9407076
5847,-521.6842335,-412.9407076
5848,-521.6842337,-412.9407076
5849,-521.6842337,-412.9407076
5850,-521.6842337,-412.9407076
5851,-521.6842337,-412.9407076
5852,-521.6842337,-412.9407076
5853,-521.6842337,-412.9407076
5854,-477.5949879,-412.9407076
5855,-471.594945,-412.9407076
5856,-471.5949446,-412.9407076
5857,-471.5949446,-412.9407076
5858,-471.5949446,-412.9407076
5859,-471.5949446,-412.9407076
5860,-471.5949446,-412.9407076
5861,-471.5949446,-412.9407076
5862,-471.5949446,-412.9407076
5863,-526.1545075,-412.9407076
5864,-521.6545586,-412.9407076
5865,-521.6545589,-412.9407076
5866,-521.6545589,-412.9407076
5867,-521.6545589,-412.9407076
5868,-521.6545589,-412.9407076
5869,-521.6545589,-412.9407076
5870,-521.6545589,-412.9407076
5871,-521.6545589,-412.9407076
5872,-521.6545589,-412.9407076
5873,-521.6545589,-412.9407076
5874,-521.6545589,-412.9407076
5875,-521.6545589,-412.9407076
5876,-521.6545589,-412.9407076
5877,-521.6545589,-795.2923383
5878,-521.6545589,-792.7929217
5879,-521.6545589,-792.7929248
5880,-521.6545589,-792.7929248
5881,-521.6545589,-829.9431986
5882,-521.6545589,-822.9429253
5883,-521.6545589,-822.9429239
5884,-521.6545589,-822.9429239
5885,-521.6545589,-500.0139774
5886,-521.6545589,-493.5144627
5887,-521.6545589,-493.514468
5888,-521.6545589,-493.514468
5889,-521.6545589,-493.514468
5890,-521.6545589,-493.514468
5891,-521.6545589,-493.514468
5892,-521.6545589,-493.514468
5893,-521.6545589,-493.514468
5894,-521.6545589,-493.514468
5895,-521.6545589,-493.514468
5896,-521.6545589,-493.514468
5897,-521.6545589,-460.3658169
5898,-521.6545589,-453.3660846
5899,-521.6545589,-453.366086
5900,-521.6545589,-453.3660861
5901,-533.9084595,-453.3660861
5902,-531.4087349,-453.3660861
5903,-531.4087358,-453.3660861
5904,-531.4087358,-453.3660861
5905,-531.4087358,-453.3660861
5906,-531.4087358,-453.3660861
5907,-531.4087358,-453.3660861
5908,-531.4087358,-453.3660861
5909,-531.4087358,-453.3660861
5910,-531.4087358,-800.0413532
5911,-531.4087358,-792.5377918
5912,-531.4087358,-792.5377685
5913,-531.4087358,-792.5377683
5914,-531.4087358,-792.5377683
5915,-531.4087358,-792.5377683
5916,-531.4087358,-792.5377683
5917,-531.4087358,-792.5377683
5918,-531.4087358,-792.5377683
5919,-531.4087358,-792.5377683
5920,-531.4087358,-792.5377683
5921,-531.4087358,-792.5377683
5922,-531.4087358,-792.5377683
5923,-531.4087358,-792.5377683
5924,-531.4087358,-792.5377683
5925,-531.4087358,-792.5377683
5926,-531.4087358,-792.5377683
5927,-531.4087358,-792.5377683
5928,-531.4087358,-792.5377683
5929,-531.4087358,-792.5377683
5930,-531.4087358,-792.5377683
5931,-531.4087358,-792.5377683
5932,-531.4087358,-792.5377683
5933,-531.4087358,-792.5377683
5934,-531.4087358,-792.5377683
5935,-531.4087358,-792.5377683
5936,-531.4087358,-792.5377683
5937,-531.4087358,-792.5377683
5938,-531.4087358,-792.5377683
5939,-531.4087358,-792.5377683
5940,-531.4087358,-795.5883314
5941,-531.4087358,-836.6881971
5942,-531.4087358,-832.6880872
5943,-531.4087358,-832.6880866
5944,-531.4087358,-832.6880866
5945,-531.4087358,-832.6880866
5946,-531.4087358,-832.6880866
5947,-531.4087358,-832.6880866
5948,-531.4087358,-832.6880866
5949,-531.4087358,-832.6880866
5950,-531.4087358,-832.6880866
5951,-531.4087358,-832.6880866
5952,-531.4087358,-832.6880866
5953,-531.4087358,-832.6880866
5954,-531.4087358,-832.6880866
5955,-531.4087358,-832.6880866
5956,-531.4087358,-832.6880866
5957,-531.4087358,-833.6532332
5958,-531.4087358,-832.6531532
5959,-531.4087358,-832.6531528
5960,-531.4087358,-832.6531528
5961,-531.4087358,-832.6531528
5962,-531.4087358,-832.6531528
5963,-531.4087358,-832.6531528
5964,-531.4087358,-832.6531528
5965,-531.4087358,-863.7962118
5966,-531.4087358,-819.6830795
5967,-531.4087358,-813.6833413
5968,-531.4087358,-813.6833427
5969,-531.4087358,-813.6833427
5970,-531.4087358,-813.6833427
5971,-531.4087358,-813.6833427
5972,-531.4087358,-813.6833427
5973,-531.4087358,-813.6833427
5974,-531.4087358,-813.6833427
5975,-531.4087358,-813.6833427
5976,-531.4087358,-813.6833427
5977,-531.4087358,-813.6833427
5978,-531.4087358,-813.6833427
5979,-531.4087358,-813.6833427
5980,-531.4087358,-813.6833427
5981,-524.1548581,-813.6833427
5982,-533.9084595,-813.6833427
5983,-524.1548581,-813.6833427
5984,-533.9084595,-813.6833427
5985,-524.1548581,-813.6833427
5986,-521.6545598,-813.6833427
5987,-521.6545589,-813.6833427
5988,-521.6545589,-813.6833427
5989,-521.6545589,-813.6833427
5990,-521.6545589,-813.6833427
5991,-521.6545589,-823.953024
5992,-521.6545589,-813.9529456
5993,-521.6545589,-813.9529452
5994,-579.4198245,-813.9529452
5995,-570.919496,-813.9529452
5996,-570.9194946,-813.9529452
5997,-570.9194946,-813.9529452
5998,-570.9194946,-813.9529452
5999,-570.9194946,-813.9529452
6000,-570.9194946,-813.9529452
6001,-534.8056436,-813.9529452
6002,-73.20580522,-76.56492822
6003,-433.2130723,-70.56614532
6004,-430.2112183,-70.5661497
6005,-430.2112038,-70.56614968
6006,-430.2112037,-1092.678903
6007,-430.2112037,-114.6138159
6008,-430.2112037,-74.88071425
6009,-430.2112037,-68.3809118
6010,-430.2112037,-68.38091296
6011,-430.2112037,-68.38091296
6012,-430.2112037,-68.38091296
6013,-430.2112037,-68.38091296
6014,-433.3196031,-68.38091296
6015,-430.3188635,-68.38091296
6016,-430.3188594,-68.38091296
6017,-430.3188593,-68.38091296
6018,-430.3188593,-68.38091296
6019,-430.3188593,-68.38091296
6020,-430.3188593,-68.38091296
6021,-430.3188593,-68.38091296
6022,-430.3188593,-68.38091296
6023,-430.3188593,-68.38091296
6024,-430.3188593,-68.38091296
6025,-430.3188593,-68.38091296
6026,-430.3188593,-68.38091296
6027,-430.3188593,-68.38091296
6028,-430.3188593,-68.38091296
6029,-430.3188593,-68.38091296
6030,-430.3188593,-68.38091296
6031,-430.3188593,-68.38091296
6032,-430.3188593,-68.38091296
6033,-430.3188593,-68.38091296
6034,-430.3188593,-68.38091296
6035,-430.3188593,-68.38091296
6036,-430.3188593,-68.38091296
6037,-430.3188593,-68.38091296
6038,-430.3188593,-68.38091296
6039,-430.3188593,-68.38091296
6040,-430.3188593,-68.38091296
6041,-430.3188593,-68.38091296
6042,-430.3188593,-68.38091296
6043,-430.3188593,-68.38091296
6044,-430.3188593,-68.38091296
6045,-430.3188593,-68.38091296
6046,-430.3188593,-68.38091296
6047,-430.3188593,-68.38091296
6048,-430.3188593,-68.38091296
6049,-430.3188593,-68.38091296
6050,-430.3188593,-68.38091296
6051,-430.3188593,-68.38091296
6052,-430.3188593,-68.38091296
6053,-430.3188593,-68.38091296
6054,-430.3188593,-68.38091296
6055,-430.3188593,-68.38091296
6056,-430.3188593,-68.38091296
6057,-430.3188593,-122.4419823
6058,-430.3188593,-118.4420169
6059,-430.3188593,-120.8864175
6060,-430.3188593,-118.3866049
6061,-430.3188593,-167.6732762
6062,-430.3188593,-124.9418211
6063,-430.3188593,-118.4420171
6064,-430.3188593,-118.4420183
6065,-430.3188593,-118.4420183
6066,-430.3188593,-118.4420183
6067,-430.3188593,-118.4420183
6068,-430.3188593,-118.4420183
6069,-2467.568702,-118.4420183
6070,-2826.914368,-118.4420183
6071,-118.893933,-118.4420183
6072,-420.6918866,-118.4420183
6073,-419.1918782,-118.4420183
6074,-419.1918698,-118.4420183
6075,-419.1918697,-164.1258132
6076,-419.1918697,-158.6256076
6077,-419.1918697,-158.6256064
6078,-419.1918697,-158.6256064
6079,-419.1918697,-158.6256064
6080,-419.1918697,-158.6256064
6081,-419.1918697,-158.6256064
6082,-419.1918697,-158.6256064
6083,-419.1918697,-158.6256064
6084,-419.1918697,-158.6256064
6085,-419.1918697,-158.6256064
6086,-419.1918697,-553.0100483
6087,-419.1918697,-549.5093897
6088,-419.1918697,-549.5093827
6089,-419.1918697,-549.5093826
6090,-419.1918697,-549.5093826
6091,-419.1918697,-549.5093826
6092,-419.1918697,-549.5093826
6093,-419.1918697,-549.5093826
6094,-419.1918697,-549.5093826
6095,-419.1918697,-549.5093826
6096,-419.1918697,-549.5093826
6097,-466.9392105,-549.5093826
6098,-458.9395332,-549.5093826
6099,-458.9395354,-549.5093826
6100,-458.9395354,-549.5093826
6101,-111.7368372,-549.5093826
6102,-109.7377056,-549.5093826
6103,-109.7377088,-549.5093826
6104,-109.7377088,-549.5093826
6105,-109.7377088,-549.5093826
6106,-109.7377088,-549.5093826
6107,-109.7377088,-549.5093826
6108,-109.7377088,-549.5093826
6109,-109.7377088,-549.5093826
6110,-109.7377088,-549.5093826
6111,-109.7377088,-549.5093826
6112,-109.7377088,-549.5093826
6113,-426.8517359,-549.5093826
6114,-2818.015966,-549.5093826
6115,-488.8806802,-561.3891292
6116,-467.4399522,-561.5098999
6117,-422.7856891,-549.5093853
6118,-465.0502961,-549.5093826
6119,-458.5508026,-549.5093826
6120,-458.5508063,-549.5093826
6121,-458.5508064,-549.5093826
6122,-458.5508064,-549.5093826
6123,-458.5508064,-549.5093826
6124,-458.5508064,-549.5093826
6125,-458.5508064,-549.5093826
6126,-458.5508064,-549.5093826
6127,-458.5508064,-549.5093826
6128,-458.5508064,-549.5093826
6129,-458.5508064,-549.5093826
6130,-458.5508064,-549.5093826
6131,-458.5508064,-549.5093826
6132,-458.5508064,-549.5093826
6133,-458.5508064,-549.5093826
6134,-458.5508064,-549.5093826
6135,-458.5508064,-549.5093826
6136,-458.5508064,-549.5093826
6137,-458.5508064,-549.5093826
6138,-462.220233,-549.5093826
6139,-425.4550012,-549.5093826
6140,-418.9543227,-549.5093826
6141,-418.9543177,-549.5093826
6142,-418.9543177,-549.5093826
6143,-418.9543177,-549.5093826
6144,-418.9543177,-549.5093826
6145,-418.9543177,-549.5093826
6146,-418.9543177,-549.5093826
6147,-418.9543177,-549.5093826
6148,-418.9543177,-549.5093826
6149,-465.220288,-549.5093826
6150,-458.7207795,-549.5093826
6151,-458.7207832,-549.5093826
6152,-458.7207832,-549.5093826
6153,-458.7207832,-549.5093826
6154,-458.7207832,-549.5093826
6155,-458.7207832,-549.5093826
6156,-458.7207832,-549.5093826
6157,-458.7207832,-514.8295755
6158,-458.7207832,-509.3296233
6159,-458.7207832,-509.3296235
6160,-458.7207832,-466.2690146
6161,-458.7207832,-459.2693402
6162,-458.7207832,-459.2693419
6163,-458.7207832,-459.269342
6164,-458.7207832,-459.269342
6165,-458.7207832,-459.269342
6166,-458.7207832,-459.269342
6167,-458.7207832,-459.269342
6168,-458.7207832,-459.269342
6169,-458.7207832,-459.269342
6170,-458.7207832,-459.269342
6171,-458.7207832,-459.269342
6172,-458.7207832,-459.269342
6173,-458.7207832,-459.269342
6174,-458.7207832,-459.269342
6175,-458.7207832,-459.269342
6176,-458.7207832,-459.269342
6177,-458.7207832,-459.269342
6178,-458.7207832,-459.269342
6179,-458.7207832,-459.269342
6180,-458.7207832,-459.269342
6181,-458.7207832,-459.269342
6182,-458.7207832,-459.269342
6183,-458.7207832,-459.269342
6184,-438.5624988,-459.269342
6185,-468.2206961,-459.269342
6186,-850.8683244,-459.269342
6187,-849.3679547,-459.269342
6188,-849.3679537,-459.269342
6189,-849.3679537,-459.269342
6190,-849.3679537,-459.269342
6191,-849.3679537,-459.269342
6192,-849.3679537,-459.269342
6193,-849.3679537,-459.269342
6194,-2746.139074,-459.269342
6195,-2742.639064,-459.269342
6196,-2742.639064,-459.269342
6197,-2742.639064,-462.4647422
6198,-2742.639064,-458.9645284
6199,-2742.639064,-458.9645258
6200,-2742.639064,-458.9645258
6201,-2742.639064,-458.9645258
6202,-2742.639064,-458.9645258
6203,-2742.639064,-458.9645258
6204,-2742.639064,-458.9645258
6205,-2742.639064,-458.9645258
6206,-2793.432729,-458.9645258
6207,-2782.932727,-458.9645258
6208,-2782.932727,-458.9645258
6209,-2789.518301,-458.9645258
6210,-2785.018301,-458.9645258
6211,-2785.018301,-458.9645258
6212,-2785.018301,-458.9645258
6213,-2785.018301,-458.9645258
6214,-2785.018301,-458.9645258
6215,-2785.018301,-458.9645258
6216,-2785.018301,-458.9645258
6217,-2785.018301,-458.9645258
6218,-2785.018301,-458.9645258
6219,-2793.701451,-458.9645258
6220,-2787.701448,-458.9645258
6221,-2787.701448,-458.9645258
6222,-2787.701448,-458.9645258
6223,-2787.701448,-458.9645258
6224,-2787.701448,-458.9645258
6225,-2792.867405,-458.9645258
6226,-2783.867406,-827.09129
6227,-2783.867406,-822.1251125
6228,-2783.867406,-821.1249648
6229,-2830.587358,-821.1249649
6230,-2824.087357,-821.1249649
6231,-2824.087357,-821.1249649
6232,-2824.087357,-821.1249649
6233,-2824.087357,-821.1249649
6234,-2824.087357,-821.1249649
6235,-2824.087357,-821.1249649
6236,-2824.087357,-821.1249649
6237,-2824.087357,-821.1249649
6238,-2824.087357,-821.1249649
6239,-2824.087357,-821.1249649
6240,-2824.087357,-821.1249649
6241,-2824.087357,-821.1249649
6242,-2824.087357,-821.1249649
6243,-2824.087357,-821.1249649
6244,-2824.087357,-821.1249649
6245,-2824.109981,-821.1249649
6246,-2824.10998,-821.1249649
6247,-2824.10998,-821.1249649
6248,-2824.10998,-821.1249649
6249,-2824.10998,-821.1249649
6250,-2824.10998,-821.1249649
6251,-2824.10998,-821.1249649
6252,-2824.10998,-821.1249649
6253,-2824.10998,-821.1249649
6254,-2824.10998,-821.1249649
6255,-2824.10998,-821.1249649
6256,-2824.10998,-821.1249649
6257,-2824.10998,-821.1249649
6258,-2824.10998,-821.1249649
6259,-2824.10998,-821.1249649
6260,-2824.10998,-821.1249649
6261,-2824.10998,-821.1249649
6262,-2824.10998,-821.1249649
6263,-2824.10998,-821.1249649
6264,-2824.10998,-821.1249649
6265,-2824.10998,-821.1249649
6266,-2824.10998,-821.1249649
6267,-2824.10998,-821.1249649
6268,-2824.10998,-821.1249649
6269,-2824.10998,-821.1249649
6270,-2824.10998,-821.1249649
6271,-2824.10998,-821.1249649
6272,-2824.10998,-821.1249649
6273,-2824.10998,-436.2460179
6274,-2824.10998,-429.7470829
6275,-2824.10998,-429.7470867
6276,-2824.10998,-429.7470867
6277,-2790.389751,-429.7946334
6278,-2783.889929,-431.2909235
6279,-2783.889929,-432.2917419
6280,-2783.889929,-430.2916298
6281,-2783.889929,-430.2916288
6282,-2783.889929,-430.2916288
6283,-2829.698045,-430.2916288
6284,-911.6597036,-430.2916288
6285,-900.6594441,-829.3334306
6286,-900.6594436,-823.3370519
6287,-900.6594436,-533.3686286
6288,-900.6594436,-560.9867163
6289,-900.6594436,-549.9863732
6290,-900.6594436,-549.9863718
6291,-900.6594436,-549.9863718
6292,-531.4614349,-549.9863718
6293,-529.9632757,-549.9863718
6294,-472.1670625,-549.9863718
6295,-117.3932138,-549.9863718
6296,-109.3924165,-549.9863718
6297,-109.3924026,-549.9863718
6298,-109.3924025,-549.9863718
6299,-109.3924025,-549.9863718
6300,-109.3924025,-549.9863718
6301,-109.3924025,-549.9863718
6302,-109.3924025,-549.9863718
6303,-109.3924025,-549.9863718
6304,-109.3924025,-549.9863718
6305,-109.3924025,-549.9863718
6306,-109.3924025,-549.9863718
6307,-109.3924025,-549.9863718
6308,-109.3924025,-549.9863718
6309,-109.3924025,-549.9863718
6310,-109.3924025,-549.9863718
6311,-109.3924025,-549.9863718
6312,-109.3924025,-549.9863718
6313,-109.3924025,-874.9546376
6314,-109.3924025,-871.4546382
6315,-164.4070043,-871.4546384
6316,-159.4071235,-871.4546384
6317,-159.4071279,-871.4546384
6318,-522.6771485,-871.4546384
6319,-520.3992667,-871.4546384
6320,-518.3986295,-871.4546384
6321,-518.3986261,-871.4546384
6322,-518.3986261,-871.4546384
6323,-518.3986261,-871.4546384
6324,-518.3986261,-871.4546384
6325,-518.3986261,-2519.718035
6326,-529.8023303,-2832.509526
6327,-518.3018032,-2827.509524
6328,-518.3017991,-2827.509524
6329,-518.301799,-2439.62561
6330,-518.301799,-2433.127789
6331,-518.301799,-2433.127797
6332,-518.301799,-2433.127797
6333,-518.301799,-2827.81848
6334,-518.301799,-2824.818472
6335,-2376.168633,-2824.818472
6336,-2370.16849,-2824.818472
6337,-2370.16849,-2824.818472
6338,-2370.16849,-2824.818472
6339,-2370.16849,-2824.818472
