Steps,g_0.98,g_0.99,g_0.995,g_0.999
29854,-105.8652664,-328.9517139,-753.8040474,-258.3907073
29855,-105.8652664,-328.9517139,-753.8040474,-258.3907072
29856,-105.8652664,-328.9517139,-753.8040474,-258.3907072
29857,-105.8652664,-328.9517139,-753.8040474,-258.3907072
29858,-105.8652664,-328.9517139,-753.8040474,-258.3907072
29859,-105.8652664,-328.9517139,-753.8040474,-258.3907072
29860,-105.8652664,-328.9517139,-753.8040474,-258.3907072
29861,-105.8652664,-328.9517139,-753.8040474,-258.3907072
29862,-105.8652664,-328.9517139,-753.8040474,-258.3907072
29863,-105.8652664,-246.6115604,-753.8040474,-258.3907072
29864,-105.8652664,-334.950902,-753.8040474,-258.3907072
29865,-105.8652664,-328.9517029,-554.1153867,-258.3907072
29866,-105.8652664,-328.9517138,-522.4051518,-258.3907072
29867,-105.8652664,-328.9517139,-519.4065228,-258.3907072
29868,-105.8652664,-328.9517139,-519.4065235,-258.3907072
29869,-105.8652664,-328.9806459,-519.4065235,-258.3907072
29870,-105.8652664,-328.9808997,-519.4065235,-258.3907072
29871,-105.8652664,-328.9809018,-519.4065235,-258.3907072
29872,-105.8652664,-328.9809018,-519.4065235,-258.3907072
29873,-105.8652664,-328.9809018,-540.1164401,-258.3907072
29874,-105.8652664,-328.9809018,-522.4051518,-258.3907072
29875,-105.8652664,-328.9809018,-540.1164401,-258.3907072
29876,-105.8652664,-328.9809018,-522.4051518,-258.3907072
29877,-108.9765085,-328.9809018,-540.1164401,-258.3907072
29878,-105.9763,-328.9809018,-522.4051518,-258.3907072
29879,-105.9762946,-328.9809018,-540.1164401,-258.3907072
29880,-105.9762945,-328.9809018,-522.4051518,-258.3907072
29881,-105.9762945,-328.9809018,-519.4065228,-258.3907072
29882,-105.9762945,-328.9809018,-519.4065235,-258.3907072
29883,-105.9762945,-328.9809018,-519.4065235,-258.3907072
29884,-105.9762945,-328.9809018,-519.4065235,-258.3907072
29885,-105.9762945,-328.9809018,-519.4065235,-258.3907072
29886,-105.9762945,-328.9809018,-519.4065235,-258.3907072
29887,-105.9762945,-328.9809018,-519.4065235,-258.3907072
29888,-105.9762945,-328.9809018,-519.4065235,-258.3907072
29889,-106.0035207,-328.9809018,-519.4065235,-258.3907072
29890,-106.0035455,-328.9809018,-519.4065235,-258.3907072
29891,-106.0035629,-328.9809018,-519.4065235,-258.3907072
29892,-106.0035632,-328.9809018,-519.4065235,-258.3907072
29893,-106.0035632,-328.9809018,-519.4065235,-258.3907072
29894,-106.0035632,-328.9809018,-519.4065235,-258.3907072
29895,-106.0035632,-328.9809018,-519.4065235,-258.3907072
29896,-106.0035632,-328.9809018,-519.4065235,-258.3907072
29897,-106.0035632,-328.9809018,-519.4065235,-258.3907072
29898,-106.0035632,-328.9809018,-519.4065235,-258.3907072
29899,-106.0035632,-328.9809018,-519.4065235,-258.3907072
29900,-106.0035632,-328.9809018,-519.4065235,-258.3907072
29901,-106.0035632,-328.9809018,-397.9637792,-258.3907072
29902,-106.0035632,-328.9809018,-394.9652203,-258.3907072
29903,-106.0035632,-328.9809018,-259.0469216,-258.3907072
29904,-106.0035632,-328.9809018,-250.04777,-258.3907072
29905,-111.5573932,-328.9809018,-250.0477755,-258.3907072
29906,-107.6054463,-328.9809018,-250.0477755,-258.3907072
29907,-108.5219568,-328.9809018,-250.0477755,-245.3070219
29908,-108.6048942,-328.9809018,-250.0477755,-242.3068914
29909,-105.6352462,-328.9809018,-250.0477755,-242.3068906
29910,-105.6354914,-328.9809018,-250.0477755,-242.3068906
29911,-105.6354933,-328.9809018,-250.0477755,-242.3068906
29912,-105.6354933,-328.9809018,-250.0477755,-242.3068906
29913,-105.6354933,-328.9809018,-250.0477755,-242.3068906
29914,-105.6354933,-328.9809018,-250.0477755,-242.3068906
29915,-105.6354933,-328.9809018,-250.0477755,-242.3068906
29916,-105.6354933,-328.9809018,-250.0477755,-242.3068906
29917,-105.6354933,-328.9809018,-250.0477755,-266.4511829
29918,-105.6354933,-328.9809018,-250.0477755,-283.1984161
29919,-105.6354933,-328.9809018,-250.0477755,-274.1980577
29920,-109.5285359,-328.9809018,-262.0628481,-274.1980486
29921,-105.528171,-328.9809018,-262.0624153,-274.1980485
29922,-105.5281629,-328.9809018,-262.0624146,-274.1980485
29923,-105.5281628,-328.9809018,-262.0624146,-274.1980485
29924,-105.5281628,-328.9809018,-262.0624146,-274.1980485
29925,-105.5281628,-328.9519691,-262.0624146,-274.1980485
29926,-105.5281628,-328.951716,-262.0624146,-274.1980485
29927,-105.5281628,-328.9517139,-262.0624146,-274.1980485
29928,-105.5281628,-328.9517139,-262.0624146,-274.1980485
29929,-105.5281628,-328.9517139,-262.0624146,-270.0581256
29930,-105.5281628,-328.9517139,-262.0624146,-239.9046794
29931,-105.5281628,-328.9517139,-262.0624146,-233.906003
29932,-105.5281628,-328.9517139,-262.0624146,-233.9060106
29933,-105.5281628,-328.9517139,-262.0624146,-233.9060106
29934,-105.5281628,-328.9517139,-262.0624146,-233.9060106
29935,-105.5281628,-328.9517139,-262.0624146,-233.9060106
29936,-105.5281628,-328.9517139,-262.0624146,-233.9060106
29937,-105.5281628,-328.9517139,-262.0624146,-233.9060106
29938,-105.5281628,-328.9517139,-262.0624146,-233.9060106
29939,-105.5281628,-332.0215007,-262.0624146,-233.9060106
29940,-105.5281628,-331.9512899,-262.0624146,-233.9060106
29941,-105.5281628,-328.9517104,-262.0624146,-233.9060106
29942,-105.5281628,-328.9517139,-262.0624146,-233.9060106
29943,-105.5281628,-328.9517139,-262.0624146,-240.9089361
29944,-105.5281628,-328.9517139,-262.0624146,-240.9060222
29945,-105.5281628,-328.9517139,-262.0624146,-233.9060066
29946,-105.5281628,-328.9517139,-262.0624146,-124.3167752
29947,-105.5281628,-328.9517139,-262.0624146,-113.3171388
29948,-105.5281628,-328.9517139,-262.0624146,-113.317143
29949,-105.5281628,-328.9517139,-262.0624146,-113.3171431
29950,-105.5281628,-328.9517139,-262.0624146,-113.3171431
29951,-105.5281628,-357.9133649,-262.0624146,-113.3171431
29952,-105.5281628,-348.9130997,-262.0624146,-113.3171431
29953,-109.6351236,-348.9130937,-262.0624146,-113.3171431
29954,-105.6354849,-348.9130936,-262.0624146,-113.3171431
29955,-105.6354932,-348.9130936,-262.0624146,-113.3171431
29956,-105.6354933,-348.9130936,-262.0624146,-113.3171431
29957,-105.6354933,-348.9130936,-262.0624146,-113.3171431
29958,-105.6354933,-348.9130936,-262.0624146,-113.3171431
29959,-105.6354933,-348.9130936,-262.0624146,-113.3171431
29960,-105.6354933,-348.9130936,-262.0624146,-113.3171431
29961,-105.6354933,-348.9130936,-262.0624146,-113.3171431
29962,-132.5170722,-348.9130936,-262.0624146,-113.3171431
29963,-127.5193286,-348.9130936,-262.0624146,-113.3171431
29964,-127.519342,-348.9130936,-262.0624146,-113.3171431
29965,-127.5193421,-348.9130936,-262.0624146,-113.3171431
29966,-127.5193421,-348.9130936,-262.0624146,-113.3171431
29967,-127.5193421,-348.9130936,-262.0624146,-113.3171431
29968,-127.5193421,-348.9130936,-262.0624146,-113.3171431
29969,-275.1906483,-348.9130936,-262.0624146,-113.3171431
29970,-298.88695,-348.9130936,-262.0624146,-113.3171431
29971,-286.8862249,-348.9130936,-262.0624146,-113.3171431
29972,-286.8862202,-348.9130936,-262.0624146,-113.3171431
29973,-352.8677394,-348.9130936,-262.0624146,-113.3171431
29974,-339.8653945,-348.9130936,-262.0624146,-113.3171431
29975,-339.865389,-348.9130936,-262.0624146,-113.3171431
29976,-339.865389,-348.9130936,-262.0624146,-113.3171431
29977,-339.865389,-348.9130936,-262.0624146,-113.3171431
29978,-339.865389,-348.9130936,-262.0624146,-113.3171431
29979,-339.865389,-348.9130936,-262.0624146,-113.3171431
29980,-339.865389,-348.9130936,-262.0624146,-113.3171431
29981,-339.865389,-348.9130936,-265.0615611,-113.3171431
29982,-339.865389,-348.9130936,-262.0613346,-113.3171431
29983,-339.865389,-348.9130936,-262.0613329,-113.3171431
29984,-339.865389,-348.9130936,-262.0613329,-113.3171431
29985,-339.865389,-348.9130936,-262.0613329,-113.3171431
29986,-339.865389,-378.2283294,-388.8800007,-259.0206533
29987,-339.865389,-365.2281813,-271.0609775,-326.4553327
29988,-339.865389,-365.22818,-262.0613479,-248.1773991
29989,-339.865389,-365.22818,-262.0613331,-243.1771961
29990,-339.865389,-365.22818,-262.0613329,-243.1771909
29991,-339.865389,-365.22818,-274.5929031,-243.1771908
29992,-339.865389,-365.22818,-261.5919704,-243.1771908
29993,-339.865389,-365.22818,-261.5919548,-243.1771908
29994,-339.865389,-365.22818,-261.5919546,-243.1771908
29995,-339.865389,-365.22818,-261.5919546,-243.1771908
29996,-339.865389,-365.22818,-261.5919546,-243.1771908
29997,-339.865389,-365.22818,-359.871457,-243.1771908
29998,-339.865389,-365.22818,-144.6980831,-243.1771908
29999,-339.865389,-365.22818,-126.6952747,-243.1771908
30000,-339.865389,-365.22818,-126.6952505,-243.1771908
30001,-339.865389,-369.3458288,-126.6952503,-243.1771908
30002,-264.6825371,-215.9886942,-120.4459531,-264.6825371
30003,-259.6837094,-215.9898483,-116.4478161,-122.2957532
30004,-259.6837113,-215.9898585,-116.4478216,-265.6853518
30005,-259.6837113,-215.9898586,-116.4478216,-122.2957533
30006,-259.6837113,-215.9898586,-116.4478216,-265.6853518
30007,-259.6837113,-215.9898586,-116.4478216,-122.2957533
30008,-259.6837113,-215.9898586,-116.4478216,-265.6853518
30009,-259.6837113,-215.9898586,-116.4478216,-122.2957533
30010,-259.6837113,-215.9898586,-116.4478216,-265.6853518
30011,-259.6837113,-215.9898586,-116.4478216,-122.2957533
30012,-259.6837113,-215.9898586,-116.4478216,-265.6853518
30013,-259.6837113,-215.9898586,-1027.738293,-122.2957533
30014,-259.6837113,-215.9898586,-1020.739003,-265.6853518
30015,-259.6837113,-295.0750824,-1020.739007,-122.2957533
30016,-259.6837113,-218.2661466,-1020.739007,-265.6853518
30017,-259.6837113,-106.4080866,-1148.579535,-122.2957533
30018,-259.6837113,-122.758226,-1128.57954,-265.6853518
30019,-259.6837113,-106.7576656,-1128.57954,-122.2957533
30020,-259.6837113,-106.757661,-1128.57954,-265.6853518
30021,-259.6837113,-106.757661,-1128.57954,-122.2957533
30022,-259.6837113,-106.757661,-1128.57954,-265.6853518
30023,-259.6837113,-106.757661,-1128.57954,-122.2957533
30024,-259.6837113,-106.757661,-1006.667308,-265.6853518
30025,-259.6837113,-106.757661,-990.6662378,-122.2957533
30026,-259.6837113,-106.757661,-990.6662323,-265.6853518
30027,-284.6585237,-106.757661,-990.6662322,-122.2957533
30028,-279.6583865,-106.757661,-990.6662322,-265.6853518
30029,-279.6583856,-106.757661,-990.6662322,-122.2957533
30030,-279.6583856,-106.757661,-990.6662322,-265.6853518
30031,-279.6583856,-106.757661,-990.6662322,-122.2957533
30032,-279.6583856,-106.757661,-990.6662322,-265.6853518
30033,-279.6583856,-106.757661,-990.6662322,-122.2957533
30034,-279.6583856,-106.757661,-990.6662322,-265.6853518
30035,-279.6583856,-262.3707138,-990.6662322,-122.2957533
30036,-279.6583856,-249.3654739,-990.6662322,-265.6853518
30037,-279.6583856,-249.365426,-990.6662322,-122.2957533
30038,-279.6583856,-249.3654257,-990.6662322,-265.6853518
30039,-279.6583856,-249.3654257,-990.6662322,-122.2957533
30040,-279.6583856,-249.3654257,-990.6662322,-265.6853518
30041,-279.6583856,-249.3654257,-990.6662322,-122.2957533
30042,-279.6583856,-249.3654257,-990.6662322,-265.6853518
30043,-279.6583856,-249.3654257,-990.6662322,-130.5773005
30044,-279.6583856,-249.3654257,-990.6662322,-273.6841696
30045,-279.6583856,-249.3654257,-990.6662322,-122.2957533
30046,-279.6583856,-249.3654257,-990.6662322,-146.1649606
30047,-279.6583856,-249.3654257,-990.6662322,-136.1650075
30048,-279.6583856,-253.0703595,-990.6662322,-136.165007
30049,-279.6583856,-250.0695105,-990.6662322,-136.1650069
30050,-279.6583856,-250.0695049,-990.6662322,-136.1650069
30051,-279.6583856,-250.0695048,-990.6662322,-136.1650069
30052,-279.6583856,-250.0695048,-990.6662322,-136.1650069
30053,-279.6583856,-250.0695048,-990.6662322,-136.1650069
30054,-279.6583856,-250.0695048,-990.6662322,-136.1650069
30055,-279.6583856,-250.0695048,-990.6662322,-136.1650069
30056,-279.6583856,-250.0695048,-990.6662322,-136.1650069
30057,-279.6583856,-250.0695048,-990.6662322,-136.1650069
30058,-279.6583856,-250.0695048,-990.6662322,-136.1650069
30059,-279.6583856,-279.0657747,-990.6662322,-136.1650069
30060,-279.6583856,-270.0652861,-990.6662322,-136.1650069
30061,-279.6583856,-289.1126718,-990.6662322,-136.1650069
30062,-279.6583856,-270.11366,-990.6662322,-136.1650069
30063,-279.6583856,-296.5340842,-990.6662322,-136.1650069
30064,-279.6583856,-269.5348276,-990.6662322,-136.1650069
30065,-279.6583856,-269.534832,-996.5371088,-136.1650069
30066,-279.6583856,-269.5348321,-992.5371404,-136.1650069
30067,-279.6583856,-269.5348321,-992.5371406,-136.1650069
30068,-279.6583856,-269.5348321,-992.5371406,-136.1650069
30069,-290.9206445,-269.5348321,-992.5371406,-136.1650069
30070,-279.9187716,-269.5348321,-992.5371406,-136.1650069
30071,-279.9187638,-269.5348321,-992.5371406,-136.1650069
30072,-279.9187638,-269.5348321,-992.5371406,-136.1650069
30073,-279.9187638,-269.5348321,-992.5371406,-136.1650069
30074,-290.068305,-269.5348321,-992.5371406,-136.1650069
30075,-261.4298828,-269.5348321,-992.5371406,-136.1650069
30076,-274.4526216,-269.5348321,-992.5371406,-140.2482049
30077,-256.4537774,-269.5348321,-992.5371406,-136.2484868
30078,-256.4537902,-269.5348321,-992.5371406,-136.2484848
30079,-256.4537903,-139.3275636,-992.5371406,-136.2484848
30080,-256.4537903,-126.3285878,-992.5371406,-136.2484848
30081,-256.4537903,-126.3286106,-992.5371406,-136.2484848
30082,-256.4537903,-126.3286108,-992.5371406,-136.2484848
30083,-256.4537903,-126.3286108,-992.5371406,-136.2484848
30084,-256.4537903,-299.9684808,-992.5371406,-136.2484848
30085,-248.4546983,-310.4664878,-992.5371406,-136.2484848
30086,-268.4529488,-289.3459842,-992.5371406,-136.2484848
30087,-256.453781,-285.3459683,-992.5371406,-136.2484848
30088,-256.4537902,-285.3459675,-992.5371406,-136.2484848
30089,-256.4537903,-285.3459675,-992.5371406,-136.2484848
30090,-284.2337054,-285.3459675,-992.5371406,-136.2484848
30091,-120.8952897,-285.3459675,-992.5371406,-136.2484848
30092,-244.9515686,-285.3459675,-992.5371406,-141.0674957
30093,-241.3364013,-285.3459675,-992.5371406,-95.76726548
30094,-240.9485383,-285.3459675,-992.5371406,-89.76478639
30095,-241.3364019,-285.3459675,-992.5371406,-89.76477316
30096,-240.9485383,-285.3459675,-992.5371406,-89.76477312
30097,-241.3364019,-285.3459675,-992.5371406,-89.76477312
30098,-240.9485383,-285.3459675,-992.5371406,-89.76477312
30099,-241.3364019,-285.3459675,-992.5371406,-89.76477312
30100,-240.9485383,-285.3459675,-992.5371406,-89.76477312
30101,-241.3364019,-285.3459675,-998.5008659,-89.76477312
30102,-240.9485383,-285.3459675,-993.5004007,-89.76477312
30103,-241.3364019,-285.3459675,-993.5003982,-89.76477312
30104,-240.9485383,-285.3459675,-993.5003982,-89.76477312
30105,-241.3364019,-285.3459675,-895.4100168,-89.76477312
30106,-242.4566713,-285.3459675,-780.7376768,-89.76477312
30107,-241.0705334,-285.3459675,-777.7355402,-89.76477312
30108,-241.4592098,-266.942113,-777.7355421,-89.76477312
30109,-236.456691,-263.9421494,-777.7355421,-95.62660215
30110,-236.4566642,-263.9421476,-777.7355421,-89.62742089
30111,-236.4566639,-263.9421476,-777.7355421,-89.62742732
30112,-236.4566639,-263.9421476,-777.7355421,-89.62742738
30113,-236.4566639,-263.9421476,-777.7355421,-89.62742738
30114,-236.4566639,-263.9421476,-865.1516151,-89.62742738
30115,-236.4566639,-263.9421476,-853.1516302,-89.62742738
30116,-236.4566639,-263.9421476,-853.1516307,-89.62742738
30117,-236.4566639,-249.8919251,-853.1516308,-89.62742738
30118,-236.4566639,-243.8921376,-853.1516308,-89.62742738
30119,-236.4566639,-243.8921391,-853.1516308,-89.62742738
30120,-236.4566639,-243.8921391,-853.1516308,-89.62742738
30121,-236.4566639,-243.8921391,-853.1516308,-89.62742738
30122,-236.4566639,-243.8921391,-853.1516308,-91.70893509
30123,-236.4566639,-243.8921391,-853.1516308,-89.70779963
30124,-236.4566639,-243.8921391,-853.1516308,-89.70777766
30125,-236.4566639,-243.8921391,-101.2519483,-89.7077772
30126,-236.4566639,-243.8921391,-100.3680901,-89.7077772
30127,-236.4566639,-243.8921391,-92.36747292,-89.7077772
30128,-236.4566639,-243.8921391,-92.36746747,-89.7077772
30129,-236.4566639,-243.8921391,-92.36746743,-89.7077772
30130,-236.4566639,-243.8921391,-92.36746743,-89.7077772
30131,-236.4566639,-243.8921391,-92.36746743,-89.7077772
30132,-236.4566639,-243.8921391,-92.36746743,-89.7077772
30133,-236.4566639,-243.8921391,-92.36746743,-89.7077772
30134,-236.4566639,-243.8921391,-92.36746743,-89.7077772
30135,-236.4566639,-243.8921391,-92.36746743,-89.7077772
30136,-236.4566639,-243.8921391,-92.36746743,-89.7077772
30137,-236.4566639,-256.5711393,-92.36746743,-89.7077772
30138,-236.4566639,-247.5705386,-92.36746743,-89.7077772
30139,-236.4566639,-247.570528,-92.36746743,-89.7077772
30140,-236.4566639,-247.5705279,-92.36746743,-89.7077772
30141,-236.4566639,-247.5705279,-92.36746743,-121.3557282
30142,-236.4566639,-247.5705279,-92.36746743,-130.3292689
30143,-236.4566639,-247.5705279,-130.8631427,-125.3292389
30144,-236.4566639,-247.5705279,-107.863617,-125.3292362
30145,-236.4566639,-247.5705279,-107.8636214,-125.3292361
30146,-236.4566639,-247.5705279,-107.8636214,-125.3292361
30147,-236.4566639,-247.5705279,-107.8636214,-125.3292361
30148,-236.4566639,-247.5705279,-107.8636214,-125.3292361
30149,-238.8752866,-247.5705279,-107.8636214,-278.2228171
30150,-236.8730086,-247.5705279,-107.8636214,-270.2268608
30151,-236.8730479,-247.5705279,-107.8636214,-270.2268987
30152,-236.8730488,-247.5705279,-107.8636214,-270.2268989
30153,-287.600138,-247.5351259,-107.8636214,-270.2268989
30154,-284.7705317,-247.5367178,-107.8636214,-270.2268989
30155,-279.7708497,-247.5367284,-107.8636214,-270.2268989
30156,-279.7708551,-247.5367285,-107.8636214,-270.2268989
30157,-279.7708552,-247.5367285,-107.8636214,-270.2268989
30158,-279.7708552,-247.5367285,-107.8636214,-270.2268989
30159,-279.7708552,-247.5367285,-107.8636214,-270.2268989
30160,-279.7708552,-247.5367285,-107.8636214,-270.2268989
30161,-279.7708552,-247.5367285,-107.8636214,-270.2268989
30162,-279.7708552,-247.5367285,-107.8636214,-270.2268989
30163,-279.7708552,-247.5367285,-107.8636214,-270.2268989
30164,-279.7708552,-247.5367285,-107.8636214,-270.2268989
30165,-279.7708552,-247.5367285,-107.8636214,-270.2268989
30166,-279.7708552,-247.5367285,-107.8636214,-270.2268989
30167,-279.7708552,-247.5367285,-107.8636214,-258.2506069
30168,-279.7708552,-247.5367285,-107.8636214,-250.2508998
30169,-279.7708552,-247.5367285,-107.8636214,-250.2509036
30170,-279.7708552,-247.5367285,-107.8636214,-250.2509037
30171,-279.7708552,-247.5367285,-107.8636214,-250.2509037
30172,-279.7708552,-247.5367285,-107.8636214,-250.2509037
30173,-282.4330586,-247.5367285,-107.8636214,-250.2509037
30174,-263.4332539,-247.5367285,-107.8636214,-250.2509037
30175,-263.4332549,-247.5367285,-107.8636214,-250.2509037
30176,-263.433255,-247.5367285,-107.8636214,-250.2509037
30177,-263.433255,-247.5367285,-107.8636214,-250.2509037
30178,-263.433255,-247.5367285,-107.8636214,-250.2509037
30179,-263.433255,-247.5367285,-107.8636214,-254.2491568
30180,-263.433255,-247.5367285,-107.8636214,-250.2493393
30181,-263.433255,-247.5367285,-107.8636214,-250.2493416
30182,-263.433255,-247.5367285,-107.8636214,-250.2493416
30183,-263.433255,-247.5367285,-107.8636214,-250.2493416
30184,-263.433255,-247.5367285,-107.8636214,-250.2493416
30185,-263.433255,-247.5367285,-107.8636214,-250.2493416
30186,-266.4321836,-247.5367285,-107.8636214,-250.2493416
30187,-263.4319821,-247.5367285,-107.8636214,-250.2493416
30188,-263.4319806,-247.5367285,-107.8636214,-250.2493416
30189,-263.4319806,-250.7750647,-107.8636214,-250.1308509
30190,-263.4319806,-243.7754603,-107.8636214,-250.1252088
30191,-394.1364607,-243.7754678,-107.8636214,-250.1251733
30192,-388.1387346,-243.7754678,-107.8636214,-250.1251731
30193,-388.1387502,-243.7754678,-107.8636214,-250.1251731
30194,-388.1387503,-243.7754678,-107.8636214,-250.1251731
30195,-388.1387503,-243.7754678,-107.8636214,-250.1251731
30196,-388.1387503,-243.7754678,-107.8636214,-250.1251731
30197,-388.1387503,-1061.781135,-107.8636214,-250.1251731
30198,-388.1387503,-258.7770792,-261.3762863,-250.1251731
30199,-404.833978,-243.7754733,-251.3754077,-254.8499619
30200,-391.8350841,-243.7754679,-251.3754011,-249.8509673
30201,-391.8350895,-243.7754678,-251.375401,-249.8509721
30202,-391.8350896,-243.7754678,-251.375401,-249.8509721
30203,-391.8350896,-243.7754678,-251.375401,-249.8509721
30204,-391.8350896,-243.7754678,-251.375401,-249.8509721
30205,-365.7440755,-243.7754678,-251.375401,-249.8509721
30206,-362.7483793,-243.7754678,-251.375401,-249.8509721
30207,-362.74839,-243.7754678,-251.375401,-249.8509721
30208,-362.74839,-243.7754678,-251.375401,-249.8509721
30209,-362.74839,-243.7754678,-251.375401,-249.8509721
30210,-362.74839,-243.7754678,-251.375401,-249.8509721
30211,-362.74839,-243.7754678,-251.375401,-249.8509721
30212,-362.74839,-243.7754678,-251.375401,-249.8509721
30213,-362.74839,-243.7754678,-251.375401,-249.8509721
30214,-362.74839,-243.7754678,-251.375401,-249.8509721
30215,-362.74839,-243.7754678,-251.375401,-249.8509721
30216,-362.74839,-243.7754678,-251.375401,-249.8509721
30217,-404.4207486,-243.7754678,-251.375401,-249.8509721
30218,-392.1128924,-243.7754678,-251.375401,-249.8509721
30219,-416.4950317,-243.7754678,-251.375401,-249.8509721
30220,-416.494964,-243.7754678,-251.375401,-249.8509721
30221,-416.4949643,-243.7754678,-251.375401,-283.8083113
30222,-416.4949643,-243.7754678,-251.375401,-269.8078268
30223,-416.4949643,-243.7754678,-251.375401,-269.8078219
30224,-416.4949643,-243.7754678,-251.375401,-269.8078218
30225,-416.4949643,-243.7754678,-274.2342643,-269.8078218
30226,-416.4949643,-243.7754678,-253.2359224,-269.8078218
30227,-416.4949643,-243.7754678,-253.235935,-269.8078218
30228,-416.4949643,-243.7754678,-253.2359351,-269.8078218
30229,-416.4949643,-232.6861392,-261.7475945,-269.8078218
30230,-416.4949643,-227.6862215,-100.4812124,-269.8078218
30231,-416.4949643,-227.6862218,-92.48087095,-269.8078218
30232,-416.4949643,-227.6862218,-92.48086069,-269.8078218
30233,-416.4949643,-254.9566255,-92.48086056,-269.8078218
30234,-416.4949643,-243.9565601,-92.48086055,-269.8078218
30235,-416.4949643,-243.9565599,-92.48086055,-269.8078218
30236,-416.4949643,-246.8651553,-92.48086055,-269.8078218
30237,-416.4949643,-246.956514,-92.48086055,-269.8078218
30238,-416.4949643,-243.9565593,-92.48086055,-269.8078218
30239,-416.4949643,-243.9565599,-92.48086055,-269.8078218
30240,-416.4949643,-243.9565599,-92.48086055,-269.8078218
30241,-416.4949643,-243.9565599,-92.48086055,-269.8078218
30242,-416.4949643,-243.9565599,-92.48086055,-269.8078218
30243,-416.4949643,-243.9565599,-92.48086055,-269.8078218
30244,-416.4949643,-243.9565599,-92.48086055,-269.8078218
30245,-416.4949643,-243.9565599,-132.9345164,-269.8078218
30246,-416.4949643,-243.9565599,-107.9350173,-269.8078218
30247,-416.4949643,-243.9565599,-107.935022,-269.8078218
30248,-416.4949643,-243.9565599,-107.935022,-269.8078218
30249,-416.4949643,-243.9565599,-107.935022,-269.8078218
30250,-416.4949643,-243.9565599,-107.935022,-269.8078218
30251,-416.4949643,-243.9565599,-107.935022,-269.8078218
30252,-416.4949643,-246.9574766,-107.935022,-269.8078218
30253,-416.4949643,-243.9576773,-107.935022,-269.8078218
30254,-416.4949643,-243.9576788,-107.935022,-269.8078218
30255,-416.4949643,-243.9576788,-107.935022,-269.8078218
30256,-416.4949643,-243.9576788,-107.935022,-269.8078218
30257,-416.4949643,-243.9576788,-107.935022,-269.8078218
30258,-416.4949643,-243.9576788,-107.935022,-269.8078218
30259,-416.4949643,-243.9576788,-107.935022,-269.8078218
30260,-416.4949643,-243.9576788,-107.935022,-269.8078218
30261,-416.4949643,-243.9576788,-107.935022,-269.8078218
30262,-416.4949643,-243.9576788,-113.5453588,-269.8078218
30263,-416.4949643,-243.9576788,-107.5472726,-269.8078218
30264,-416.4949643,-243.9576788,-107.5472877,-269.8078218
30265,-416.4666486,-243.9576788,-107.5472878,-299.0499929
30266,-416.4666493,-243.9576788,-107.5472878,-270.0507308
30267,-416.4666495,-243.9576788,-107.5472878,-270.0507388
30268,-416.4666495,-243.9576788,-107.5472878,-270.0507388
30269,-416.4666495,-243.9576788,-437.5103885,-270.0507388
30270,-416.4666495,-243.9576788,-430.5074482,-270.0507388
30271,-416.4666495,-243.9576788,-430.5074236,-270.0507388
30272,-416.4666495,-243.9576788,-430.5074234,-270.0507388
30273,-416.4666495,-243.9576788,-430.5074234,-270.0507388
30274,-416.4666495,-243.9576788,-432.9339497,-270.0507388
30275,-416.4666495,-243.9576788,-427.9335174,-270.0507388
30276,-416.4666495,-243.9576788,-427.9335144,-270.0507388
30277,-416.4666495,-238.6872619,-427.9335144,-270.0507388
30278,-416.4666495,-227.6873355,-427.9335144,-270.0507388
30279,-416.4666495,-227.6873357,-596.3172945,-270.0507388
30280,-416.4666495,-227.6873357,-581.3193754,-270.0507388
30281,-416.4666495,-227.6873357,-581.3193781,-270.0507388
30282,-416.4666495,-227.6873357,-581.3193781,-270.0507388
30283,-416.4666495,-227.6873357,-581.3193781,-270.0507388
30284,-416.4666495,-227.6873357,-581.3193781,-270.0507388
30285,-416.4666495,-227.6873357,-581.3193781,-270.0507388
30286,-416.4666495,-227.6873357,-581.3193781,-270.0507388
30287,-416.4666495,-227.6873357,-581.3193781,-270.0507388
30288,-416.4666495,-227.6873357,-608.8584489,-270.0507388
30289,-416.4666495,-227.6873357,-608.3192131,-270.0507388
30290,-416.4666495,-227.6873357,-581.3193779,-270.0507388
30291,-416.4666495,-227.6873357,-464.3340008,-270.0507388
30292,-416.4666495,-227.6873357,-442.3352968,-270.0507388
30293,-276.3169624,-227.6873357,-442.3353048,-270.0507388
30294,-260.0894585,-227.6873357,-442.3353049,-270.0507388
30295,-251.0899087,-227.6873357,-442.3353049,-270.0507388
30296,-251.0899118,-227.6873357,-442.3353049,-270.0507388
30297,-120.0258632,-253.9270593,-442.3353049,-270.0507388
30298,-120.3214423,-243.9269931,-442.3353049,-270.0507388
30299,-102.3203903,-243.9269929,-442.3353049,-270.0507388
30300,-102.3203818,-243.9269929,-442.3353049,-270.0507388
30301,-102.3203817,-243.9269929,-442.3353049,-270.0507388
30302,-112.5041778,-243.9269929,-442.3353049,-270.0507388
30303,-108.321084,-243.9269929,-442.3353049,-401.5953094
30304,-102.3203874,-243.9269929,-442.3353049,-394.5937225
30305,-102.3203818,-243.9269929,-442.3353049,-394.5936997
30306,-102.3203817,-243.9269929,-442.3353049,-306.1107909
30307,-102.3203817,-243.9269929,-442.3353049,-298.1117032
30308,-102.3203817,-243.9269929,-442.3353049,-298.1117019
