TImeStep,g_0.98,g_0.99,g_0.995,g_0.999
23824,-127.9611177,-110.1337732,-117.1288534,-236.2493076
23825,-297.3071052,-110.1337732,-117.1288534,-236.2493076
23826,-144.9648136,-110.1337732,-117.1288534,-236.2493076
23827,-120.7212208,-110.1337732,-117.1288534,-236.2493076
23828,-111.7211906,-110.1337732,-117.1288534,-236.2493076
23829,-111.7211905,-110.1337732,-117.1288534,-238.2484048
23830,-111.7211905,-110.1337732,-117.1288534,-236.307692
23831,-111.7211905,-110.1337732,-117.1288534,-236.3060903
23832,-111.7211905,-110.1337732,-117.1288534,-236.3060738
23833,-111.7211905,-110.1337732,-117.1288534,-236.3060737
23834,-111.7211905,-110.1337732,-117.1288534,-236.3060737
23835,-111.7211905,-110.1337732,-117.1288534,-236.3060737
23836,-111.7211905,-110.1337732,-117.1288534,-236.3060737
23837,-111.7211905,-110.1337732,-117.1288534,-236.3060737
23838,-111.7211905,-110.1337732,-117.1288534,-236.3060737
23839,-111.7211905,-110.1337732,-117.1288534,-236.3060737
23840,-111.7211905,-110.1337732,-117.1288534,-236.3060737
23841,-111.7211905,-110.1337732,-117.1288534,-236.2469398
23842,-111.7211905,-110.1337732,-117.1288534,-236.2485236
23843,-111.7211905,-110.1337732,-117.1288534,-236.2485399
23844,-111.7211905,-110.1337732,-117.1288534,-236.24854
23845,-111.7211905,-110.1337732,-117.1288534,-236.24854
23846,-111.7211905,-110.1337732,-117.1288534,-236.24854
23847,-111.7211905,-110.1337732,-117.1288534,-236.24854
23848,-111.7211905,-110.1337732,-117.1288534,-236.24854
23849,-111.7211905,-110.1337732,-117.1288534,-236.24854
23850,-111.7211905,-110.1337732,-117.1288534,-236.24854
23851,-111.7211905,-110.1337732,-117.1288534,-236.24854
23852,-111.7211905,-110.1337732,-117.1288534,-236.24854
23853,-111.7211905,-110.1337732,-117.1288534,-236.24854
23854,-111.7211905,-110.1337732,-117.1288534,-236.24854
23855,-111.7211905,-110.1337732,-136.8619591,-236.24854
23856,-111.7211905,-110.1337732,-121.1302618,-236.24854
23857,-111.7211905,-110.1337732,-117.1288637,-236.24854
23858,-111.7211905,-110.1337732,-117.1288534,-236.24854
23859,-111.7211905,-110.1337732,-117.1288534,-236.24854
23860,-111.7211905,-110.1337732,-117.1288534,-236.24854
23861,-111.7211905,-112.1797361,-117.1288534,-236.24854
23862,-111.7211905,-110.1794469,-117.1288534,-236.24854
23863,-111.7211905,-110.1794445,-117.1288534,-236.24854
23864,-111.7211905,-110.1794445,-117.1288534,-236.24854
23865,-141.3886075,-110.1794445,-117.1288534,-236.24854
23866,-127.3894616,-110.1794445,-117.1288534,-236.24854
23867,-127.3894691,-110.1794445,-117.1288534,-236.24854
23868,-127.3894692,-110.1794445,-117.1288534,-236.24854
23869,-127.3894692,-110.1794445,-117.1288534,-236.24854
23870,-127.3894692,-110.1794445,-136.8619591,-236.24854
23871,-127.3894692,-110.1794445,-121.1302618,-236.24854
23872,-263.7983316,-110.1794445,-117.1288637,-236.24854
23873,-255.799333,-110.1794445,-117.1288534,-236.24854
23874,-255.7993431,-110.1794445,-117.1288534,-236.24854
23875,-255.7993432,-110.1794445,-151.7691285,-236.24854
23876,-255.7993432,-110.1794445,-132.7698834,-236.24854
23877,-255.7993432,-110.1794445,-132.7698897,-236.24854
23878,-255.7993432,-110.1794445,-132.7698897,-236.24854
23879,-255.7993432,-110.1794445,-132.7698897,-236.24854
23880,-255.7993432,-110.1794445,-132.7698897,-236.24854
23881,-255.7993432,-110.1794445,-132.7698897,-236.24854
23882,-255.7993432,-110.1794445,-132.7698897,-236.24854
23883,-255.7993432,-110.1794445,-132.7698897,-236.24854
23884,-255.7993432,-110.1794445,-132.7698897,-235.8671096
23885,-255.7993432,-110.1794445,-132.7698897,-234.5754655
23886,-255.7993432,-110.1794445,-132.7698897,-230.5770563
23887,-255.7993432,-110.1794445,-132.7698897,-230.5770708
23888,-255.7993432,-110.1794445,-132.7698897,-230.5770709
23889,-255.7993432,-110.1794445,-132.7698897,-230.5770709
23890,-255.7993432,-110.1794445,-132.7698897,-230.5770709
23891,-255.7993432,-110.1794445,-132.7698897,-230.5770709
23892,-255.7993432,-110.1794445,-132.7698897,-230.5770709
23893,-255.7993432,-110.1794445,-132.7698897,-230.5770709
23894,-255.7993432,-110.1794445,-132.3588444,-230.5770709
23895,-255.7993432,-110.1794445,-116.3595362,-230.5770709
23896,-255.7993432,-1202.528786,-116.3595423,-230.5770709
23897,-133.4566462,-249.6923052,-116.3595424,-230.5770709
23898,-127.4560778,-229.6901033,-116.3595424,-230.5770709
23899,-127.4560641,-229.6900952,-116.3595424,-230.5770709
23900,-127.4560639,-229.6900951,-116.3595424,-230.5770709
23901,-125.7882827,-229.6900951,-116.3595424,-230.5770709
23902,-111.7870867,-229.6900951,-116.3595424,-230.5770709
23903,-111.7870763,-229.6900951,-116.3595424,-253.5901436
23904,-111.7870762,-229.6900951,-116.3595424,-233.5771188
23905,-111.7870762,-229.6900951,-116.3595424,-230.5770739
23906,-111.7870762,-229.6900951,-154.4204282,-230.5770709
23907,-111.7870762,-229.6900951,-136.4207882,-230.5770709
23908,-111.7870762,-229.6900951,-136.4208041,-230.5770709
23909,-113.0789355,-229.6900951,-136.4208043,-230.5770709
23910,-111.0780118,-229.6900951,-136.4208043,-230.5770709
23911,-111.0780064,-229.6900951,-136.4208043,-230.5770709
23912,-111.0780064,-229.6900951,-136.4208043,-230.5770709
23913,-111.0780064,-258.1138221,-136.4208043,-230.5770709
23914,-111.0780064,-242.1132477,-136.4208043,-230.5770709
23915,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23916,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23917,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23918,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23919,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23920,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23921,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23922,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23923,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23924,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23925,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23926,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23927,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23928,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23929,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23930,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23931,-111.0780064,-242.1132474,-136.4208043,-230.5770709
23932,-111.0780064,-260.1558459,-136.4208043,-230.5770709
23933,-116.9648119,-269.3640371,-136.4208043,-230.5770709
23934,-122.7884458,-245.3501386,-136.4208043,-230.5770709
23935,-110.789236,-238.3504275,-136.4208043,-230.5770709
23936,-110.7892427,-238.3504289,-136.4208043,-234.4820859
23937,-110.7892427,-256.1556717,-136.4208043,-240.9128009
23938,-110.7892427,-254.024551,-136.4208043,-242.9184801
23939,-110.7892427,-250.0249052,-136.4208043,-235.9180435
23940,-110.7892427,-250.0249071,-136.4208043,-235.9175772
23941,-110.7892427,-250.0249071,-145.6342346,-235.9180709
23942,-110.7892427,-250.0249071,-136.6328385,-235.9180461
23943,-110.7892427,-250.0249071,-136.6328268,-235.9180382
23944,-110.7892427,-250.0249071,-136.6328267,-235.9180382
23945,-110.7892427,-250.0249071,-136.6328267,-235.9180382
23946,-118.9069422,-250.0249071,-136.6328267,-235.9180382
23947,-110.9063814,-250.0249071,-136.6328267,-235.9180382
23948,-110.9063767,-250.0249071,-136.6328267,-235.9180382
23949,-110.9063766,-250.0249071,-136.6328267,-235.9180382
23950,-110.9063766,-250.0249071,-136.6328267,-235.9180382
23951,-110.9063766,-250.0249071,-136.6328267,-235.9180382
23952,-110.9063766,-250.0249071,-136.6328267,-235.9180382
23953,-110.9063766,-1186.665873,-136.6328267,-235.9180382
23954,-112.9853811,-272.0269894,-136.6328267,-235.9180382
23955,-118.8662352,-250.0249186,-136.6328267,-235.9180382
23956,-110.8667603,-250.0249072,-136.6328267,-235.9180382
23957,-110.8667646,-250.0249071,-136.6328267,-235.9180382
23958,-110.8667647,-250.0249071,-136.6328267,-235.9180382
23959,-110.8667647,-250.0249071,-136.6328267,-235.9180382
23960,-110.8667647,-250.0249071,-136.6328267,-235.9180382
23961,-110.8667647,-250.0249071,-136.6328267,-235.9180382
23962,-110.8667647,-250.0249071,-136.6328267,-235.9180382
23963,-110.8667647,-250.0249071,-136.6328267,-235.9180382
23964,-110.8667647,-250.0249071,-136.6328267,-235.9180382
23965,-110.8667647,-250.0249071,-136.6328267,-235.9180382
23966,-110.8667647,-250.0249071,-136.6328267,-235.9180382
23967,-110.8667647,-250.0249071,-136.6328267,-235.9180382
23968,-110.8667647,-250.0249071,-136.6328267,-235.9180382
23969,-133.6627259,-250.0249071,-136.6328267,-235.9180382
23970,-126.6612568,-250.0249071,-136.6328267,-235.9180382
23971,-126.661245,-250.0249071,-136.6328267,-235.9180382
23972,-126.661245,-250.0249071,-136.6328267,-235.9180382
23973,-126.661245,-250.0249071,-136.6328267,-256.7825761
23974,-126.661245,-250.0249071,-136.6328267,-251.7817656
23975,-126.661245,-250.0249071,-136.6328267,-251.7817601
23976,-126.661245,-250.0249071,-136.6328267,-251.7817601
23977,-126.661245,-250.0249071,-136.6328267,-251.7817601
23978,-126.661245,-250.0249071,-136.6328267,-251.7817601
23979,-126.661245,-250.0249071,-136.6328267,-251.7817601
23980,-126.661245,-250.0249071,-136.6328267,-251.7817601
23981,-126.661245,-125.5349043,-136.6328267,-251.7817601
23982,-126.661245,-121.5359372,-136.6328267,-251.7817601
23983,-126.661245,-121.5359444,-136.6328267,-274.3310851
23984,-126.661245,-121.5359445,-136.6328267,-273.7816628
23985,-126.661245,-121.5359445,-136.6328267,-251.7817593
23986,-126.661245,-121.5359445,-136.6328267,-251.7817601
23987,-126.661245,-121.5359445,-136.6328267,-251.7817601
23988,-126.661245,-121.5359445,-136.6328267,-251.7817601
23989,-126.661245,-121.5359445,-136.6328267,-251.7817601
23990,-126.661245,-121.5359445,-136.6328267,-251.7817601
23991,-126.661245,-121.5359445,-136.6328267,-251.7817601
23992,-126.661245,-121.5359445,-136.6328267,-251.7817601
23993,-126.661245,-125.011503,-136.6328267,-251.7817601
23994,-126.661245,-105.0115733,-136.6328267,-251.7817601
23995,-126.661245,-105.0115739,-136.6328267,-251.7817601
23996,-126.661245,-105.011574,-136.6328267,-251.7817601
23997,-126.661245,-105.011574,-136.6328267,-251.7817601
23998,-126.661245,-105.011574,-136.6328267,-251.7817601
23999,-126.661245,-105.011574,-136.6328267,-251.7817601
24000,-126.661245,-105.011574,-136.6328267,-251.7817601
24001,-126.661245,-105.011574,-551.1451193,-251.7817601
24002,-116.2671693,-124.4539789,-128.2626966,-127.4298163
24003,-150.288722,-116.4559908,-116.2647352,-116.4317944
24004,-1173.777439,-116.4559988,-116.2647439,-116.4318022
24005,-129.7947591,-116.4559988,-121.4933491,-116.4318022
24006,-264.6315413,-116.4559988,-122.2250439,-116.4318022
24007,-123.8546415,-119.4548703,-122.4933792,-116.4318022
24008,-133.7390633,-116.4548026,-122.2250439,-116.4318022
24009,-126.7394102,-116.4548034,-122.4933792,-116.4318022
24010,-126.7394131,-116.4548034,-122.2250439,-116.4318022
24011,-126.7394131,-116.4548034,-247.8591617,-116.4318022
24012,-126.7394131,-116.4548034,-240.4600715,-116.4318022
24013,-126.7394131,-116.4548034,-234.4879256,-116.4318022
24014,-126.7394131,-116.4548034,-232.4861301,-116.4318022
24015,-126.7394131,-116.4548034,-232.4861148,-116.4318022
24016,-126.7394131,-116.4548034,-232.4861147,-116.4318022
24017,-126.7394131,-116.4548034,-232.4861147,-116.4318022
24018,-126.7394131,-116.4548034,-232.4861147,-116.4318022
24019,-126.7394131,-116.4548034,-232.4861147,-116.4318022
24020,-126.7394131,-116.4548034,-232.4861147,-116.4318022
24021,-126.7394131,-116.4548034,-232.4861147,-116.4318022
24022,-126.7394131,-116.4548034,-232.4861147,-116.4318022
24023,-126.7394131,-116.4548034,-232.4861147,-116.4318022
24024,-126.7394131,-116.4548034,-232.4861147,-116.4318022
24025,-263.2239821,-116.4548034,-232.4861147,-116.4318022
24026,-252.2245466,-116.4548034,-259.7632135,-116.4318022
24027,-252.2245006,-116.4548034,-276.0658231,-116.4318022
24028,-252.2244997,-116.4548034,-245.1291992,-116.4318022
24029,-252.2244997,-116.4548034,-140.608757,-116.4318022
24030,-252.2244997,-116.4548034,-253.5185229,-116.4318022
24031,-252.2244997,-116.4548034,-134.6089208,-116.4318022
24032,-252.2244997,-116.4548034,-253.5185229,-116.4318022
24033,-138.6940797,-122.6415041,-134.6089208,-116.4318022
24034,-149.5681443,-147.2335912,-253.5185229,-116.4318022
24035,-128.6614967,-132.2325734,-398.5252915,-116.4318022
24036,-126.6602149,-132.2325669,-295.4981556,-116.4318022
24037,-126.660191,-132.2325669,-391.5228418,-98.87269324
24038,-126.6601906,-132.2325669,-295.4981555,-100.8672518
24039,-126.6601906,-132.2325669,-391.5228418,-92.86734309
24040,-126.6601906,-132.2325669,-295.4981555,-92.86735332
24041,-126.6601906,-132.2325669,-391.5228418,-92.86735349
24042,-126.6601906,-132.2325669,-295.4981555,-92.86735349
24043,-126.6601906,-132.2325669,-391.5228418,-92.86735349
24044,-126.6601906,-132.2325669,-295.4981555,-92.86735349
24045,-131.9926232,-132.2325669,-391.5228418,-92.86735349
24046,-131.0858668,-132.2325669,-295.4981555,-92.86735349
24047,-127.0852566,-132.2325669,-391.5228418,-92.86735349
24048,-127.0852516,-132.2325669,-295.4981555,-92.86735349
24049,-127.0852516,-132.2325669,-391.5228418,-92.86735349
24050,-127.0852516,-132.2325669,-295.4981555,-92.86735349
24051,-127.0852516,-132.2325669,-391.5228418,-92.86735349
24052,-127.0852516,-132.2325669,-295.4981555,-92.86735349
24053,-127.0852516,-132.2325669,-391.5228418,-100.0342875
24054,-127.0852516,-132.2325669,-295.4981555,-93.03322825
24055,-127.0852516,-132.2325669,-391.5228418,-93.03321875
24056,-127.0852516,-132.2325669,-295.4981555,-93.03321865
24057,-127.0852516,-132.2325669,-391.5228418,-93.03321865
24058,-127.0852516,-132.2325669,-295.4981555,-93.03321865
24059,-127.0852516,-132.2325669,-391.5228418,-93.03321865
24060,-127.0852516,-132.2325669,-295.4981555,-93.03321865
24061,-127.0852516,-132.2325669,-391.5228418,-93.03321865
24062,-127.0852516,-132.2325669,-415.0755077,-93.03321865
24063,-127.0852516,-135.3543069,-855.8948982,-93.03321865
24064,-127.0852516,-132.3542461,-286.024797,-93.03321865
24065,-127.0852516,-132.3542451,-403.0716347,-93.03321865
24066,-127.0852516,-132.3542451,-279.0247062,-93.03321865
24067,-131.9356314,-132.3542451,-403.0716347,-93.03321865
24068,-126.9344034,-132.3542451,-279.0247062,-134.8241491
24069,-126.9343936,-132.3542451,-403.0716347,-112.8240382
24070,-152.0997119,-132.3542451,-279.0247062,-112.8240287
24071,-133.968136,-132.3542451,-403.0716347,-112.8240286
24072,-144.9346134,-132.3542451,-279.0247062,-112.8240286
24073,-126.9344083,-132.3542451,-403.0716347,-112.8240286
24074,-126.9343938,-132.3542451,-279.0247062,-112.8240286
24075,-126.9343936,-132.3542451,-403.0716347,-112.8240286
24076,-126.9343936,-132.3542451,-279.0247062,-112.8240286
24077,-126.9343936,-132.3542451,-403.0716347,-112.8240286
24078,-126.9343936,-132.3542451,-279.0247062,-112.8240286
24079,-126.9343936,-171.1060443,-403.0716347,-112.8240286
24080,-126.9343936,-152.1061464,-279.0247062,-119.2823036
24081,-236.2499195,-152.1061458,-403.0716347,-118.8217885
24082,-231.2497055,-152.1061457,-279.0247062,-112.8240096
24083,-231.2496976,-152.1061457,-403.0716347,-112.8240285
24084,-231.2496975,-152.1061457,-279.0247062,-112.8240286
24085,-231.2496975,-152.1061457,-403.0716347,-112.8240286
24086,-231.2496975,-152.1061457,-279.0247062,-112.8240286
24087,-231.2496975,-152.1061457,-403.0716347,-112.8240286
24088,-261.5296018,-152.1061457,-421.8644908,-112.8240286
24089,-251.5302116,-418.0344253,-416.0738707,-112.8240286
24090,-251.5302173,-410.0310573,-386.0702529,-112.8240286
24091,-251.5302173,-410.0310281,-258.8782744,-112.8240286
24092,-251.5302173,-410.0310279,-383.06575,-112.8240286
24093,-251.5302173,-410.0310279,-258.8782742,-112.8240286
24094,-251.5302173,-410.0310279,-383.06575,-112.8240286
24095,-251.5302173,-410.0310279,-258.8782742,-112.8240286
24096,-251.5302173,-410.0310279,-383.06575,-112.8240286
24097,-251.5302173,-410.0310279,-258.8782742,-117.6351652
24098,-251.5302173,-410.0310279,-383.06575,-112.6355441
24099,-251.5302173,-410.0310279,-258.8782742,-112.6355543
24100,-251.5302173,-410.0310279,-383.06575,-113.8464642
24101,-251.5302173,-410.0310279,-258.8782742,-92.84646201
24102,-251.5302173,-290.5708816,-383.06575,-92.84647199
24103,-251.5302173,-277.7654049,-258.8782742,-92.84647216
24104,-251.5302173,-134.0843639,-383.06575,-92.84647217
24105,-251.5302173,-125.0836684,-267.1559286,-105.3828695
24106,-1062.609731,-125.0836543,-390.068433,-93.38176877
24107,-263.5343272,-125.0836542,-267.1559286,-93.38173903
24108,-251.5302516,-125.0836541,-390.068433,-93.38173848
24109,-251.5302176,-125.0836541,-267.1559286,-93.38173848
24110,-251.5302173,-125.0836541,-390.068433,-93.38173848
24111,-251.5302173,-125.0836541,-379.8899193,-93.38173848
24112,-251.5302173,-125.0836541,-272.1557968,-93.38173848
24113,-251.5302173,-125.0836541,-390.0684329,-93.38173848
24114,-251.5302173,-125.0836541,-267.1559286,-93.38173848
24115,-251.5302173,-125.0836541,-390.068433,-93.38173848
24116,-251.5302173,-125.0836541,-267.1559286,-93.38173848
24117,-251.5302173,-125.0836541,-390.068433,-97.16984526
24118,-251.5302173,-125.0836541,-267.1559286,-100.9792118
24119,-251.5302173,-125.0836541,-390.068433,-92.9803224
24120,-251.5302173,-125.0836541,-267.1559286,-92.98033246
24121,-251.5302173,-125.0836541,-390.068433,-92.98033257
24122,-251.5302173,-125.0836541,-267.1559286,-92.98033257
24123,-251.5302173,-125.0836541,-390.068433,-92.98033257
24124,-251.5302173,-125.0836541,-267.1559286,-92.98033257
24125,-151.0766234,-125.0836541,-390.068433,-132.7913869
24126,-143.0771769,-125.0836541,-267.1559286,-112.7912738
24127,-143.0771906,-125.0836541,-390.068433,-112.7912649
24128,-143.0771909,-125.0836541,-267.1559286,-112.7912648
24129,-143.0771909,-125.0836541,-390.068433,-112.7912648
24130,-143.0771909,-125.0836541,-267.1559286,-112.7912648
24131,-143.0771909,-125.0836541,-390.068433,-112.7912647
24132,-143.0771909,-125.0836541,-267.1559286,-112.7912647
24133,-143.0771909,-125.0836541,-119.221262,-112.7912647
24134,-143.0771909,-125.0836541,-116.2173807,-112.7912647
24135,-143.0771909,-125.0836541,-108.2174673,-112.7912647
24136,-143.0771909,-125.0836541,-108.2174766,-115.9791621
24137,-145.9903787,-125.0836541,-108.2174768,-92.97924771
24138,-136.7146634,-125.0836541,-108.2174768,-92.97926265
24139,-126.7142344,-125.0836541,-680.5747458,-92.9792629
24140,-126.7142309,-125.0836541,-554.7892318,-92.9792629
24141,-126.714231,-125.0836541,-540.8745563,-92.9792629
24142,-126.714231,-125.0836541,-542.7187168,-92.9792629
24143,-126.714231,-125.0836541,-520.7180661,-92.9792629
24144,-1199.048561,-125.0836541,-520.7180584,-92.9792629
24145,-143.7179309,-125.0836541,-520.7180584,-92.9792629
24146,-126.7142583,-125.0836541,-520.7180584,-92.9792629
24147,-126.7142311,-125.0836541,-520.7180584,-92.9792629
24148,-126.714231,-125.0836541,-520.7180584,-92.9792629
24149,-126.714231,-125.0836541,-520.7180584,-92.9792629
24150,-126.714231,-125.0836541,-520.7180584,-92.9792629
24151,-126.714231,-237.3483252,-520.7180584,-92.9792629
24152,-126.714231,-233.3484726,-520.7180584,-92.9792629
24153,-126.714231,-233.348437,-520.7180584,-135.7914512
24154,-126.714231,-233.3484364,-520.7180584,-112.7912771
24155,-126.714231,-233.3484364,-520.7180584,-112.7912649
24156,-126.714231,-233.3484364,-520.7180584,-112.7912648
24157,-126.714231,-233.3484364,-520.7180584,-112.7912648
24158,-126.714231,-233.3484364,-520.7180584,-112.7912648
24159,-126.714231,-233.3484364,-520.7180584,-112.7912647
24160,-126.714231,-233.3484364,-520.7180584,-112.7912647
24161,-144.7483037,-233.3484364,-520.7180584,-112.7912647
24162,-126.7485189,-233.3484364,-520.7180584,-112.7912647
24163,-137.4940678,-233.3484364,-520.314399,-112.7912647
24164,-126.49551,-233.3484364,-508.3139109,-112.7912647
24165,-126.4955219,-227.4359794,-278.4134373,-133.6682338
24166,-126.495522,-249.7257723,-293.0399649,-128.6683083
24167,-126.495522,-233.724779,-137.766432,-128.668309
24168,-126.495522,-233.7247703,-147.8809978,-128.668309
24169,-126.495522,-233.7247703,-158.2551776,-128.668309
24170,-126.495522,-233.7247703,-144.3971392,-128.668309
24171,-126.495522,-233.7247703,-142.3906146,-128.668309
24172,-126.495522,-233.7247703,-137.1265135,-128.668309
24173,-126.495522,-233.7247703,-153.3917748,-262.0219297
24174,-119.4880578,-233.7247703,-134.3424739,-252.0222357
24175,-139.4953461,-233.7247703,-122.342496,-252.0222462
24176,-126.4955093,-233.7247703,-122.3424882,-252.0222464
24177,-126.4955218,-264.8099315,-122.3424881,-252.0222464
24178,-126.495522,-253.8100776,-122.3424881,-252.0222464
24179,-126.495522,-253.810085,-122.3424881,-252.0222464
24180,-126.495522,-253.8100851,-122.3424881,-252.0222464
24181,-126.495522,-253.8100851,-122.3125013,-259.2127821
24182,-126.495522,-253.8100851,-122.3122622,-256.1072403
24183,-126.495522,-253.8100851,-122.3122603,-142.9560974
24184,-126.495522,-253.8100851,-122.3122603,-128.9549607
24185,-126.495522,-253.8100851,-122.3122603,-128.9549311
24186,-126.495522,-253.8100851,-122.3122603,-128.9549306
24187,-126.495522,-253.8100851,-122.3122603,-128.9549306
24188,-126.495522,-253.8100851,-279.3778647,-128.9549306
24189,-126.495522,-253.8100851,-125.6828682,-128.9549306
24190,-126.495522,-253.8100851,-127.3107452,-128.9549306
24191,-126.495522,-253.8100851,-122.3122487,-128.9549306
24192,-126.495522,-253.8100851,-122.3122603,-128.9549306
24193,-126.495522,-253.8100851,-122.3122603,-128.9549306
24194,-126.495522,-266.2866561,-122.3122603,-128.9285316
24195,-126.495522,-265.8941244,-122.3122603,-128.928337
24196,-126.495522,-244.8950918,-122.3122603,-128.9283353
24197,-126.495522,-244.8951003,-122.3122603,-128.9283353
24198,-126.495522,-244.8951003,-122.3122603,-128.9283353
24199,-126.495522,-244.8951003,-122.3122603,-128.9283353
24200,-126.495522,-244.8951003,-122.3122603,-128.9283353
24201,-126.495522,-244.8951003,-122.3122603,-128.9283353
24202,-126.495522,-244.8951003,-122.3122603,-128.9283353
24203,-126.495522,-244.8951003,-122.3122603,-259.1979965
24204,-132.6900775,-244.8951003,-122.3122603,-256.0988341
24205,-126.6906725,-244.8951003,-122.3122603,-252.0987454
24206,-134.1896875,-244.8951003,-264.603008,-252.0987448
24207,-126.1919763,-244.8951003,-247.6024267,-252.0987448
24208,-126.1919935,-244.8951003,-247.6024074,-252.0987448
24209,-126.2342216,-234.0018468,-247.6024072,-252.0987448
24210,-126.2336057,-228.9998639,-247.6024072,-252.0987448
24211,-126.2335953,-1004.627775,-247.6024072,-253.5108461
24212,-126.233595,-1025.946624,-247.6024072,-269.098517
24213,-126.233595,-1022.946637,-318.337813,-252.0987469
24214,-126.233595,-1022.946637,-314.5502099,-252.0987448
24215,-126.233595,-1022.946637,-307.551519,-252.0987448
24216,-126.233595,-1022.946637,-307.5515311,-252.0987448
24217,-126.233595,-1022.946637,-307.5515312,-135.8263529
24218,-126.233595,-1022.946637,-307.5515312,-128.8240124
24219,-126.233595,-1022.946637,-307.5515312,-169.2743353
24220,-126.233595,-1022.946637,-307.5515312,-153.5100247
24221,-126.233595,-1022.946637,-307.5515312,-144.5117108
24222,-126.233595,-1022.946637,-307.5515312,-144.5117256
24223,-126.233595,-1022.946637,-307.5515312,-144.5117257
24224,-126.233595,-1022.946637,-310.550174,-144.5117257
24225,-126.233595,-1022.946637,-307.5503515,-154.0640826
24226,-126.233595,-1022.946637,-307.5503552,-137.8257565
24227,-126.233595,-1022.946637,-307.5503553,-128.8240086
24228,-126.233595,-1022.946637,-307.5503553,-128.8239931
24229,-126.233595,-1022.946637,-307.5503553,-128.823993
24230,-126.233595,-1022.946637,-307.5503553,-128.823993
24231,-126.233595,-1022.946637,-307.5503553,-128.823993
24232,-126.233595,-1022.946637,-307.5503553,-128.823993
24233,-132.0219895,-1022.946637,-307.5503553,-128.823993
24234,-111.0097474,-1022.946637,-307.5503553,-128.823993
24235,-106.0097378,-1022.946637,-307.5503553,-128.823993
24236,-106.0097341,-1022.946637,-409.412297,-128.823993
24237,-106.009734,-1022.946637,-392.4795687,-134.5419128
24238,-106.009734,-1022.946637,-392.4755239,-128.5423801
24239,-106.009734,-1022.946637,-392.4754852,-128.5423926
24240,-106.009734,-1022.946637,-392.4754848,-128.5423929
24241,-106.009734,-1022.946637,-396.7685817,-128.5423929
24242,-106.009734,-1022.946637,-396.4739177,-128.5423929
24243,-106.009734,-1022.946637,-396.7685816,-128.5423929
24244,-106.009734,-1022.946637,-396.4739177,-128.5423929
24245,-109.0108789,-1022.946637,-396.7685816,-128.5423929
24246,-105.9826252,-1022.946637,-392.766985,-128.5423929
24247,-105.9826341,-1022.946637,-392.76697,-128.5423929
24248,-105.9826185,-1022.946637,-392.7669698,-128.5423929
24249,-105.9826182,-1022.946637,-392.7669698,-128.5423929
24250,-105.9826182,-1022.946637,-392.7669698,-128.5423929
24251,-105.9826182,-1022.946637,-392.7669698,-128.5423929
24252,-105.9826182,-1022.946637,-392.7669698,-128.5423929
24253,-105.9826182,-1022.946637,-392.7669698,-128.5423929
24254,-105.9826182,-1022.946637,-392.7669698,-128.5423929
24255,-105.9826182,-1022.946637,-392.7669698,-128.5423929
24256,-105.9826182,-1022.946637,-392.7669698,-128.5423929
24257,-105.9826182,-136.2166777,-396.4739176,-128.5423929
24258,-105.9826182,-257.523455,-396.7685816,-128.5423929
24259,-105.9826182,-251.6438395,-396.4739177,-130.5826023
24260,-105.9826182,-246.6445063,-396.7685816,-128.5826469
24261,-105.9826182,-249.7930965,-396.4739177,-128.5826427
24262,-105.9826182,-249.9178643,-392.47547,-128.5826426
24263,-105.9826182,-252.4484033,-392.4754847,-128.5826426
24264,-105.9826182,-230.448318,-382.6562585,-128.5826426
24265,-105.9826182,-230.4483171,-380.655246,-128.5826426
24266,-105.9826182,-230.4483171,-380.655237,-128.5826426
24267,-105.9826182,-230.4483171,-380.6552369,-128.5826426
24268,-111.7439024,-230.4483171,-380.6552369,-128.5826426
24269,-105.744247,-230.4483171,-380.6552369,-128.5826426
24270,-105.7442555,-230.4146802,-380.6552369,-128.5826426
24271,-105.7442556,-230.4146255,-380.6552369,-128.5826426
24272,-105.7442556,-230.4146032,-380.6552369,-128.5826426
24273,-105.7442556,-230.4146028,-380.6552369,-128.5826426
24274,-105.7442556,-230.4146028,-380.6552369,-128.5826426
24275,-105.7442556,-230.4146028,-380.6552369,-128.5826426
24276,-105.7442556,-230.4146028,-380.6552369,-128.5826426
24277,-105.7442556,-230.4146028,-380.6552369,-130.5424312
24278,-105.7442556,-230.4146028,-382.6543635,-128.5423886
24279,-105.7442556,-230.4146028,-380.6545063,-128.5423928
24280,-105.7442556,-230.4146028,-380.6545085,-128.5423929
