TImeStep,g_0.98,g_0.99,g_0.995,g_0.999
11620,-234.3725661,-266.9369798,-174.3474618,-126.880852
11621,-234.3725661,-266.9369798,-207.9221854,-242.6412285
11622,-234.3725661,-266.9369798,-189.9226561,-238.6407443
11623,-234.3725661,-266.9369798,-189.9226601,-238.640769
11624,-234.3725661,-266.9369798,-189.9226601,-238.6407695
11625,-234.3725661,-122.1044424,-151.5377426,-238.6407695
11626,-234.3725661,-109.1074802,-175.4738308,-238.6407695
11627,-234.3725661,-109.1075023,-173.4744139,-238.6407695
11628,-234.3725661,-109.1075024,-173.4744311,-238.6407695
11629,-234.3725661,-109.1075024,-173.4744315,-242.7546624
11630,-234.3725661,-109.1075024,-173.4744315,-238.755791
11631,-234.3725661,-109.1075024,-173.4744315,-238.7558019
11632,-234.3725661,-109.1075024,-173.4744315,-238.755802
11633,-234.3725661,-111.9294377,-173.4744315,-238.755802
11634,-234.3725661,-108.9302686,-148.7190483,-238.755802
11635,-234.3725661,-108.9302745,-140.5977295,-238.755802
11636,-234.3725661,-108.9302746,-160.3524783,-238.755802
11637,-234.3725661,-108.9302746,-141.2901945,-238.755802
11638,-234.3725661,-108.9302746,-137.2904655,-238.755802
11639,-234.3725661,-108.9302746,-137.2904679,-240.8998078
11640,-234.3725661,-108.9302746,-137.2904679,-238.8912627
11641,-234.3725661,-108.9302746,-137.2904679,-238.8911763
11642,-236.3235929,-108.9302746,-137.2904679,-238.8911755
11643,-234.3238977,-108.9302746,-137.2904679,-325.223868
11644,-234.3239008,-108.9302746,-137.2904679,-318.2243051
11645,-234.3239008,-111.8450755,-137.2904679,-315.4154126
11646,-234.3239008,-108.8449265,-137.2904679,-379.4918049
11647,-234.3239008,-108.8448831,-137.2904679,-232.3841773
11648,-234.3239008,-108.8448825,-137.2904679,-223.4966943
11649,-247.019141,-108.8448825,-137.2904679,-219.4978507
11650,-234.020854,-108.8448825,-137.2904679,-219.4978621
11651,-234.0208713,-108.8448825,-137.2904679,-219.4978622
11652,-234.0208715,-108.8448825,-137.2904679,-219.4978622
11653,-234.0208715,-108.8448825,-137.2904679,-219.4978622
11654,-234.0208715,-135.5012806,-137.2904679,-247.494541
11655,-234.0208715,-119.6830555,-137.2904679,-244.1260465
11656,-234.0208715,-127.0271602,-137.2904679,-239.1281539
11657,-234.0208715,-139.8949259,-137.2904679,-239.1281747
11658,-234.0208715,-123.6320108,-137.2904679,-239.1281748
11659,-234.0208715,-123.4540534,-137.2904679,-239.1281748
11660,-234.0208715,-120.4548754,-137.2904679,-239.1281748
11661,-234.0208715,-120.4548812,-137.2904679,-239.1281748
11662,-234.0208715,-120.4548812,-137.2904679,-239.1281748
11663,-234.0208715,-120.4548812,-137.2904679,-239.1281748
11664,-234.0208715,-120.4548812,-137.2904679,-239.1281748
11665,-234.0208715,-116.4999475,-137.2904679,-239.1281748
11666,-234.0208715,-100.5000277,-137.2904679,-244.0225674
11667,-234.0208715,-100.5000391,-137.2904679,-239.0224606
11668,-234.0208715,-100.5000393,-137.2904679,-239.0224731
11669,-124.7387229,-100.5000393,-137.2904679,-239.0224733
11670,-135.5279822,-100.5000393,-137.2904679,-239.0224733
11671,-127.526551,-100.5000393,-137.2904679,-239.0224733
11672,-127.5265384,-100.5000393,-137.2904679,-388.0555029
11673,-131.3871605,-100.5000393,-137.2904679,-414.2322054
11674,-127.3874494,-100.5000393,-137.2904679,-381.3646204
11675,-127.387457,-100.5000393,-137.2904679,-376.3646333
11676,-241.2235828,-100.5000393,-137.2904679,-376.364634
11677,-133.5269784,-100.5000393,-371.0625453,-376.364634
11678,-127.5265497,-100.5000393,-355.0624212,-376.364634
11679,-127.5265385,-100.5000393,-352.0626022,-376.364634
11680,-127.5265383,-100.5000393,-352.0626051,-376.364634
11681,-127.5265383,-100.5000393,-352.0626051,-376.364634
11682,-294.303608,-100.5000393,-352.0626051,-373.4666853
11683,-285.3034746,-100.5000393,-352.0626051,-384.531738
11684,-285.3034716,-100.5000393,-352.0626051,-376.532023
11685,-285.3034716,-100.5000393,-339.2361299,-376.5320277
11686,-285.3034716,-100.5000393,-332.2370638,-376.5320277
11687,-285.3034716,-100.5000393,-332.2370723,-376.5320277
11688,-285.3034716,-253.0653625,-332.2370724,-376.5320277
11689,-285.3034716,-108.6741518,-242.4181221,-376.5320277
11690,-285.3034716,-98.81231054,-236.4173585,-376.5320277
11691,-285.3034716,-96.80590691,-236.4173512,-376.5320277
11692,-285.3034716,-96.80585445,-236.4173512,-376.5320277
11693,-319.0036323,-96.80585414,-236.4173512,-376.5320277
11694,-301.003794,-96.80585414,-236.4173512,-376.5320277
11695,-301.0037951,-96.80585414,-236.4173512,-376.5320277
11696,-301.0037951,-96.80585414,-236.4173512,-376.5320277
11697,-301.0037951,-96.80585414,-409.3336768,-376.5320277
11698,-301.0037951,-96.80585414,-396.3331655,-370.3815388
11699,-301.0037951,-96.80585414,-396.3331786,-340.38021
11700,-301.0037951,-96.80585414,-396.3331787,-340.380196
11701,-301.0037951,-120.8381548,-412.7555388,-256.6438385
11702,-301.0037951,-116.8381796,-404.7550148,-257.7633259
11703,-301.0037951,-116.8381815,-404.7550118,-252.7624948
11704,-301.0037951,-116.8381815,-404.7550118,-252.762489
11705,-301.0037951,-116.8381815,-401.4433893,-252.762489
11706,-301.0037951,-116.8381815,-396.4437176,-252.762489
11707,-301.0037951,-116.8381815,-396.4437195,-252.762489
11708,-301.0037951,-116.8381815,-396.4437195,-252.762489
11709,-301.0037951,-116.8381815,-396.4437195,-252.7797865
11710,-306.8832459,-116.8381815,-396.4437195,-252.7797202
11711,-300.8840508,-116.8381815,-396.4437195,-252.7797199
11712,-300.8840562,-116.8381815,-396.4437195,-252.7797199
11713,-300.8840562,-116.8381815,-396.4437195,-255.707324
11714,-300.8840562,-116.8381815,-396.4437195,-252.7078006
11715,-300.8840562,-116.8381815,-396.4437195,-252.707804
11716,-300.8840562,-116.8381815,-396.4437195,-252.707804
11717,-300.8840562,-116.8381815,-396.4437195,-252.707804
11718,-300.8840562,-116.8381815,-396.4437195,-252.707804
11719,-300.8840562,-116.8381815,-396.4437195,-252.707804
11720,-300.8840562,-116.8381815,-396.4437195,-252.707804
11721,-300.8840562,-120.5885562,-399.3329765,-252.707804
11722,-300.8840562,-120.8393658,-529.461154,-252.707804
11723,-300.8840562,-120.5885562,-519.4612144,-252.707804
11724,-300.8840562,-120.8393658,-519.4612153,-252.707804
11725,-300.8840562,-120.5885562,-406.3335934,-252.707804
11726,-300.8840562,-116.5297398,-396.3331812,-252.707804
11727,-300.8840562,-120.5327947,-396.3331787,-252.707804
11728,-300.8840562,-120.532819,-396.3331787,-254.660233
11729,-300.8840562,-120.5328191,-396.3331787,-254.7081251
11730,-300.8840562,-895.9959976,-396.3331787,-252.7078063
11731,-300.8840562,-128.5336891,-396.3331787,-252.707804
11732,-300.8840562,-120.5328163,-396.3331787,-252.707804
11733,-300.8840562,-120.5328191,-396.3331787,-255.780217
11734,-300.8840562,-120.5328191,-396.3331787,-252.7797233
11735,-300.8840562,-120.5328191,-396.3331787,-252.7797199
11736,-300.8840562,-120.5328191,-396.3331787,-252.7797199
11737,-300.8840562,-122.1238169,-396.3331787,-252.7797199
11738,-149.3114134,-122.7079907,-396.3331787,-252.7797199
11739,-153.5775933,-119.1228619,-396.3331787,-252.7797199
11740,-143.5786968,-122.7079907,-396.3331787,-252.7797199
11741,-143.5787236,-119.1228619,-396.3331787,-252.700905
11742,-143.5787239,-122.7079907,-396.3331787,-252.7041592
11743,-143.5787239,-119.1228619,-402.330912,-252.7041828
11744,-143.5787239,-122.7079907,-396.3308845,-252.704183
11745,-143.5787239,-119.1228619,-396.3308843,-252.704183
11746,-143.5787239,-122.7079907,-396.3308843,-252.704183
11747,-143.5787239,-119.1228619,-396.3308843,-252.704183
11748,-143.5787239,-122.7079907,-396.3308843,-252.704183
11749,-143.5787239,-119.1228619,-396.3308843,-252.704183
11750,-143.5787239,-122.7079907,-396.3308843,-252.704183
11751,-143.5787239,-119.1228619,-396.3308843,-252.704183
11752,-143.5787239,-122.7079907,-396.3308843,-252.704183
11753,-143.5787239,-119.1228619,-396.3308843,-252.704183
11754,-143.5787239,-122.7079907,-396.3308843,-252.704183
11755,-143.5787239,-119.1228619,-396.3308843,-252.704183
11756,-143.5787239,-122.7079907,-396.3308843,-252.704183
11757,-143.5787239,-119.1228619,-398.3743316,-252.704183
11758,-143.5787239,-122.7079907,-396.3741147,-252.704183
11759,-143.5787239,-119.1228619,-396.3741147,-255.5326181
11760,-143.5787239,-122.7079907,-396.3741147,-252.5330164
11761,-146.351809,-119.1228619,-396.3741147,-322.7953044
11762,-143.3528093,-122.7079907,-396.3741147,-284.7150222
11763,-143.3528173,-119.1228619,-396.3741147,-272.7146404
11764,-143.3528173,-122.7079907,-396.3741147,-272.7146336
11765,-147.2184419,-119.1228619,-396.3741147,-272.7146336
11766,-143.2180258,-113.121013,-396.3741147,-236.5660917
11767,-143.218016,-113.1209996,-396.3741147,-236.559835
11768,-143.2180159,-113.1209996,-396.3741147,-1068.148178
11769,-143.2180159,-113.1209996,-400.3756015,-1068.547855
11770,-143.2180159,-113.1209996,-263.7070041,-1059.547784
11771,-143.2180159,-113.1209996,-249.7077484,-1059.547784
11772,-143.2180159,-600.0514973,-249.7077531,-1059.547784
11773,-143.2180159,-123.1248467,-249.7077531,-1059.547784
11774,-143.2180159,-113.1210169,-249.7077531,-1059.547784
11775,-143.2180159,-113.1209995,-249.7077531,-1059.547784
11776,-143.2180159,-113.1209996,-249.7077531,-1059.547784
11777,-143.2180159,-113.1209996,-249.7077531,-1059.547784
11778,-143.2180159,-113.1209996,-249.7077531,-1059.547784
11779,-143.2180159,-113.1209996,-249.7077531,-1059.547784
11780,-143.2180159,-113.1209996,-249.7077531,-1059.547784
11781,-143.2180159,-113.1209996,-249.7077531,-1059.547784
11782,-143.2180159,-113.1209996,-249.7077531,-1059.547784
11783,-143.2180159,-234.3147363,-249.7077531,-1059.547784
11784,-143.2180159,-117.1225227,-249.7077531,-1059.547784
11785,-143.2180159,-113.1210056,-249.7077531,-1059.547784
11786,-143.2180159,-113.1209996,-249.7077531,-1059.547784
11787,-143.2180159,-113.1209996,-249.7077531,-1059.547784
11788,-143.2378961,-113.1209996,-251.2354469,-1059.547784
11789,-143.2379284,-113.1209996,-248.2353467,-1059.547784
11790,-143.2379266,-113.1209996,-248.2353442,-1059.547784
11791,-143.2379265,-113.1209996,-248.2353442,-1059.547784
11792,-143.2379265,-113.1209996,-248.2353442,-1059.547784
11793,-143.2379265,-113.1209996,-248.2353442,-1059.547784
11794,-143.2379265,-113.1209996,-248.2353442,-1067.701136
11795,-143.2379265,-113.1209996,-248.2353442,-1055.700956
11796,-169.4343162,-113.1209996,-407.6475973,-1055.700956
11797,-147.568556,-122.7079906,-394.6469733,-1055.700956
11798,-143.5689603,-152.4070267,-394.6469707,-1055.700956
11799,-143.5689703,-125.4069543,-394.6469707,-1055.700956
11800,-143.5689704,-125.4069534,-394.6469707,-1055.700956
11801,-143.5689704,-125.4069533,-394.6469707,-1079.921788
11802,-143.5689704,-125.4069533,-394.6469707,-928.4572123
11803,-143.5689704,-125.4069533,-394.6469707,-916.6717498
11804,-143.5689704,-125.4069533,-394.6469707,-909.6718933
11805,-143.5689704,-125.4069533,-402.6502523,-909.6718935
11806,-143.5689704,-125.4069533,-394.6502986,-909.6718935
11807,-143.5689704,-125.4069533,-394.6502989,-909.6718935
11808,-143.5689704,-125.4069533,-394.6502989,-909.6718935
11809,-143.5689704,-129.6742971,-394.6502989,-909.6718935
11810,-146.6253792,-125.6730868,-394.6502989,-909.6718935
11811,-143.6252497,-125.6730781,-394.6502989,-909.6718935
11812,-143.6252473,-125.6730781,-394.6502989,-909.6718935
11813,-143.6252472,-125.6730781,-394.6502989,-909.6718935
11814,-143.6252472,-125.6730781,-394.6502989,-916.1745617
11815,-143.6252472,-125.6730781,-394.6502989,-911.1746421
11816,-143.6252472,-125.6730781,-394.6502989,-911.1746427
11817,-143.6252472,-125.6730781,-416.6192783,-911.1746427
11818,-143.6252472,-125.6730781,-414.6193865,-780.0563424
11819,-143.6252472,-125.6730781,-414.6193865,-764.0561528
11820,-143.6252472,-125.6730781,-414.6193865,-764.0561506
11821,-143.6252472,-125.6730781,-414.6193865,-764.0561506
11822,-140.5636028,-125.6730781,-414.6193865,-764.0561506
11823,-127.4349023,-125.6730781,-414.6193865,-764.0561506
11824,-123.435134,-125.6730781,-414.6193865,-764.0561506
11825,-123.4351408,-125.6730781,-414.6193865,-764.0561506
11826,-123.435141,-125.6730781,-414.6193865,-764.0561506
11827,-123.435141,-125.6730781,-414.6193865,-764.0561506
11828,-123.435141,-125.6730781,-414.6193865,-764.0561506
11829,-123.435141,-125.6730781,-414.6193865,-764.0561506
11830,-123.435141,-125.6730781,-414.6193865,-756.9421583
11831,-123.435141,-125.6730781,-414.6193865,-743.9421526
11832,-123.435141,-125.6730781,-414.6193865,-743.9421516
11833,-126.6655098,-125.6730781,-414.9291251,-743.9421516
11834,-123.6644567,-125.6730781,-414.9288833,-743.9421516
11835,-123.6644479,-125.6730781,-414.928885,-743.9421516
11836,-123.6644478,-125.6730781,-414.928885,-743.9421516
11837,-123.6644478,-125.6730781,-414.928885,-743.9421516
11838,-123.6644478,-125.6730781,-414.928885,-743.9421516
11839,-123.6644478,-125.6730781,-414.928885,-743.9421516
11840,-123.6644478,-125.6730781,-414.928885,-743.9421516
11841,-123.6644478,-125.6730781,-414.928885,-743.9421516
11842,-123.6644478,-125.6730781,-414.928885,-743.9421516
11843,-130.1570382,-125.6730781,-414.928885,-743.9421516
11844,-127.4365139,-125.6730781,-414.928885,-743.9421516
11845,-123.4351523,-125.6730781,-414.928885,-743.9421516
11846,-123.435141,-118.6447219,-414.928885,-743.9421516
11847,-123.435141,-107.7975561,-414.928885,-743.9421516
11848,-123.435141,-105.7908779,-414.928885,-743.9421516
11849,-123.435141,-105.7908226,-421.1573681,-743.9421516
11850,-123.435141,-105.7908223,-415.1569117,-743.9421516
11851,-123.435141,-105.7908223,-415.156909,-743.9421516
11852,-123.435141,-105.7908223,-415.1569089,-743.9421516
11853,-126.6655098,-105.7908223,-415.1569089,-743.9421516
11854,-123.6644567,-105.7908223,-421.2896812,-743.9421516
11855,-123.6644479,-105.7908223,-415.289002,-1187.335323
11856,-123.6644478,-105.7908223,-415.2890023,-422.3202943
11857,-123.6644478,-111.3763984,-415.2890023,-447.9542752
11858,-123.6644478,-105.3781052,-415.2890023,-426.1376576
11859,-123.6644478,-105.3781176,-415.2890023,-423.1374021
11860,-123.6644478,-105.3781177,-415.2890023,-423.1374005
11861,-123.6644478,-105.3781177,-425.9755133,-423.1374005
11862,-123.6644478,-105.3781177,-414.9763295,-423.1374005
11863,-123.6644478,-105.3781177,-414.9763344,-423.1374005
11864,-123.6644478,-105.3781177,-414.9763344,-423.1374005
11865,-127.5289071,-105.3781177,-419.8670394,-285.4332834
11866,-123.5285167,-105.3781177,-414.8675664,-270.4306156
11867,-123.5285064,-105.3781177,-414.8675661,-270.4305979
11868,-123.5285063,-105.3781177,-414.8675661,-270.4305978
11869,-123.5285063,-105.3781177,-414.8675661,-270.4305978
11870,-118.8032713,-105.3781177,-414.8675661,-270.4305978
11871,-107.8042526,-105.3781177,-414.8675661,-270.4305978
11872,-107.8042614,-105.3781177,-414.8675661,-270.4305978
11873,-107.8042615,-105.3781177,-396.8992174,-270.4305978
11874,-107.8042615,-105.3781177,-397.8350308,-270.4305978
11875,-107.8042615,-105.3781177,-394.8353391,-270.4305978
11876,-107.8042615,-105.3781177,-394.835339,-270.4305978
11877,-107.8042615,-105.3781177,-394.835339,-270.4305978
11878,-107.8042615,-105.3781177,-394.835339,-270.4305978
11879,-107.8042615,-105.3781177,-394.835339,-270.4305978
11880,-107.8042615,-105.3781177,-394.835339,-270.4305978
11881,-107.8042615,-107.347043,-394.835339,-272.3712798
11882,-107.8042615,-111.763286,-394.835339,-401.2115634
11883,-107.8042615,-105.761411,-394.835339,-393.2121647
11884,-107.8042615,-105.7613973,-394.835339,-393.2121736
11885,-107.8042615,-105.7613972,-394.835339,-393.2121737
11886,-107.8042615,-105.7613972,-394.835339,-393.2121737
11887,-107.8042615,-105.7613972,-394.835339,-393.2121737
11888,-107.8042615,-105.7613972,-394.835339,-393.2121737
11889,-107.8042615,-105.7613972,-397.8993598,-393.2121737
11890,-107.8042615,-115.7574281,-394.8990443,-393.2121737
11891,-107.8042615,-273.4670793,-394.8990444,-393.2121737
11892,-107.8042615,-117.6139474,-394.8990444,-393.2121737
11893,-107.8042615,-263.9146437,-394.8990444,-393.2121737
11894,-107.8042615,-254.6778727,-394.8990444,-393.2121737
11895,-107.8042615,-250.6787347,-394.8990444,-393.2121737
11896,-107.8042615,-250.6787393,-394.8990444,-393.2121737
11897,-107.8042615,-250.6787393,-245.4604209,-393.2121737
11898,-107.8042615,-250.6787393,-382.4152456,-393.2121737
11899,-107.8042615,-250.6787393,-380.4163639,-393.2121737
11900,-107.8042615,-250.6787393,-380.4163746,-393.2121737
11901,-107.8042615,-250.6787393,-367.4407082,-393.2121737
11902,-107.8042615,-250.6787393,-360.4410674,-393.2121737
11903,-107.8042615,-250.6787393,-360.4410735,-393.2121737
11904,-107.8042615,-250.6787393,-360.4410735,-393.2121737
11905,-107.8042615,-250.6787393,-360.4410735,-393.2121737
11906,-107.8042615,-250.6787393,-360.4410735,-393.2121737
11907,-107.8042615,-250.6787393,-360.4410735,-393.2121737
11908,-107.8042615,-250.6787393,-360.4410735,-393.2121737
11909,-107.8042615,-250.6787393,-360.4410735,-393.2121737
11910,-107.8042615,-250.6787393,-360.4410735,-393.2121737
11911,-107.8042615,-250.6787393,-360.4410735,-393.2121737
11912,-107.8042615,-250.6787393,-360.4410735,-393.2121737
11913,-107.8042615,-250.6787393,-360.4410735,-393.2121737
11914,-107.8042615,-250.6787393,-363.226998,-393.2121737
11915,-107.8042615,-250.6787393,-360.2281558,-393.2121737
11916,-107.8042615,-250.6787393,-360.228167,-393.2121737
11917,-107.8042615,-250.6787393,-360.2060504,-393.2121737
11918,-107.8042615,-250.6787393,-360.2061863,-393.2121737
11919,-107.8042615,-250.6787393,-360.2061875,-393.2121737
11920,-107.8042615,-250.6787393,-360.2061875,-393.2121737
11921,-111.9386025,-250.6787393,-360.2061875,-393.2121737
11922,-107.9389979,-250.6787393,-360.2061875,-393.2121737
11923,-131.9128173,-250.6787393,-360.2061875,-393.2121737
11924,-127.9128031,-250.6787393,-360.2061875,-393.2121737
11925,-127.9128007,-250.6787393,-360.2061875,-396.140618
11926,-127.9128006,-250.6787393,-360.2061875,-393.141061
11927,-127.9128006,-250.6787393,-360.2061875,-393.1410651
11928,-127.9128006,-250.6787393,-360.2061875,-393.1410651
11929,-127.9128006,-250.6787393,-520.6381499,-393.1410651
11930,-127.9128006,-250.6787393,-509.6378984,-393.1410651
11931,-127.9128006,-250.6787393,-509.637898,-393.1410651
11932,-127.9128006,-250.6787393,-509.637898,-393.1410651
11933,-127.9128006,-250.6787393,-509.637898,-393.1410651
11934,-127.9128006,-250.6787393,-509.637898,-393.1410651
11935,-127.9128006,-250.6787393,-509.637898,-393.1410651
11936,-127.9128006,-250.6787393,-509.637898,-393.1410651
11937,-127.9128006,-250.6787393,-509.637898,-395.0940471
11938,-127.9128006,-250.6787393,-509.637898,-393.0943384
11939,-127.9128006,-250.6787393,-509.637898,-393.0943411
11940,-127.9128006,-250.6787393,-509.637898,-393.0943411
11941,-127.9128006,-250.6787393,-366.5859505,-393.0943411
11942,-127.9128006,-250.6787393,-309.3950778,-393.0943411
11943,-127.9128006,-250.6787393,-293.3933379,-393.0943411
11944,-127.9128006,-250.6787393,-293.3933203,-393.0943411
11945,-127.9128006,-250.6787393,-293.3933201,-393.0943411
11946,-127.9128006,-250.6787393,-293.3933201,-393.0943411
11947,-127.9128006,-250.6787393,-293.3933201,-393.0943411
